peak_id,gene_short_name
chr10_15919218_15919982,pip5k1ba
chr10_15954049_15954769,mir23b
chr10_15954049_15954769,mir27d
chr10_15959796_15960338,mir24-1
chr10_15960661_15961037,mir24-1
chr10_16027412_16028197,aldh7a1
chr10_16028898_16029490,aldh7a1
chr10_16028898_16029490,phax
chr10_16035716_16037569,lmnb1
chr10_16164902_16165673,prrc1
chr10_16225251_16227038,slc12a2
chr10_1635938_1636547,nup155
chr10_16500574_16500811,slc27a6
chr10_16501300_16502322,slc27a6
chr10_16546694_16548699,isoc1
chr10_16591853_16593378,chsy3
chr10_167534_167859,erg
chr10_1680572_1682013,triap1
chr10_16867892_16868473,stoml2
chr10_1696412_1698069,srsf9
chr10_17082591_17083788,fam166b
chr10_17084050_17084380,fam166b
chr10_17159626_17159830,slc5a1
chr10_17160432_17160647,slc5a1
chr10_17168637_17170549,ywhah
chr10_1717211_1718554,si:ch73-46j18.5
chr10_17231767_17232721,rab36
chr10_17371420_17373003,sppl3
chr10_17454410_17455401,mir301c
chr10_17484180_17484938,nt5c2l1
chr10_17550075_17551029,ska1
chr10_17587360_17587961,smarcad1b
chr10_17588602_17589144,smarcad1b
chr10_17680657_17681819,drg1
chr10_17713804_17714672,slc20a1b
chr10_17776340_17777308,ccl19b
chr10_17936176_17937036,prkab1a
chr10_1826864_1827819,epb41l4a
chr10_1849257_1849499,apc
chr10_187281_188776,ets2
chr10_18876980_18877674,ppp2r2ab
chr10_18910621_18911658,bnip3lb
chr10_18951948_18953867,dpysl2b
chr10_19016928_19017587,tmem230a
chr10_19524852_19525079,vsig8a
chr10_19525636_19525994,vsig8a
chr10_1960780_1961944,tdgf1
chr10_20069126_20070944,xpo7
chr10_20105347_20106277,pbdc1
chr10_20107109_20107770,dmtn
chr10_20108029_20108975,dmtn
chr10_20179791_20180739,ppp3ccb
chr10_20356262_20357105,sfrp1b
chr10_20357493_20357735,sfrp1b
chr10_20363711_20364738,golga7
chr10_20445255_20445528,loxl2a
chr10_20536111_20538357,plpp5
chr10_20638560_20639313,sprn2
chr10_20705285_20706304,kcnip3b
chr10_20706893_20707321,kcnip3b
chr10_210189_212151,psmg1
chr10_213376_214216,mpzl1l
chr10_21361407_21362262,avd
chr10_21395264_21395969,trpc7a
chr10_21434481_21435667,etf1b
chr10_21444241_21445359,fbxw11b
chr10_21483751_21485369,fgf18b
chr10_21558548_21558755,pcdh1a3
chr10_21559407_21559612,pcdh1a3
chr10_21563778_21564021,pcdh1a4
chr10_21576712_21576937,pcdh1a6
chr10_21650595_21650825,pcdh1g1
chr10_21656262_21656484,pcdh1g2
chr10_21660161_21660477,pcdh1g3
chr10_21676773_21676976,pcdh1gb2
chr10_21701330_21701816,pcdh1g9
chr10_21707403_21707602,pcdh1g11
chr10_21708136_21708400,pcdh1g11
chr10_21717698_21717897,pcdh1gb9
chr10_21718134_21718529,pcdh1gb9
chr10_21737320_21737779,pcdh1g18
chr10_21775632_21776238,pcdh1g22
chr10_21776665_21776864,pcdh1g22
chr10_21783063_21783280,pcdh1g33
chr10_21786321_21786649,pcdh1g26
chr10_21789621_21790130,pcdh1gc5
chr10_21793221_21793662,pcdh1gc6
chr10_21796963_21797248,pcdh1g29
chr10_21800455_21801004,pcdh1g30
chr10_21806543_21806742,pcdh1g32
chr10_21807007_21807555,pcdh1g32
chr10_21807939_21809665,pcdh1g32
chr10_21866356_21867058,cbln17
chr10_21867170_21867639,cbln17
chr10_21943_23265,riox2
chr10_22003224_22003822,kcnip1b
chr10_22012175_22013174,kcnip1b
chr10_22033490_22035227,npm1a
chr10_22087177_22087383,ugt5g2
chr10_22147744_22149179,cldn7b
chr10_22149403_22150548,cldn7b
chr10_22381221_22381474,nlgn2b
chr10_22381845_22382395,nlgn2b
chr10_22505146_22506267,zgc:172339
chr10_22723672_22724219,kdm6bb
chr10_22770763_22771310,tmem88a
chr10_22771870_22772202,tmem88a
chr10_22782073_22783194,si:ch211-237l4.6
chr10_22803393_22804001,pcolcea
chr10_22827765_22828657,per1a
chr10_22845262_22846237,vamp2
chr10_22853908_22855453,and3
chr10_22853908_22855453,ap4m1
chr10_22890830_22892071,arrb2a
chr10_22911560_22912594,med11
chr10_22917687_22918843,rnasekb
chr10_22917687_22918843,zgc:103508
chr10_23060032_23061150,slc25a1a
chr10_23099353_23100720,nle1
chr10_23908455_23909612,cadm2a
chr10_24391551_24391965,slc43a2b
chr10_24392311_24392737,slc43a2b
chr10_24421445_24422481,paxbp1
chr10_24647948_24648229,stoml3b
chr10_24658991_24660291,vps36
chr10_24690194_24690979,tpte
chr10_24723633_24724538,smpd1
chr10_24758707_24759776,ilk
chr10_24760120_24760447,ilk
chr10_24765459_24767041,timm10b
chr10_25028085_25028673,cd209
chr10_25068357_25069374,mtnr1bb
chr10_25204492_25206211,chordc1b
chr10_25217293_25217724,kpna7
chr10_25222338_25222815,grm5a
chr10_25327689_25329466,tmem135
chr10_25342238_25343131,cct8
chr10_25369337_25370793,bach1b
chr10_25698577_25699864,sod1
chr10_2581396_2582732,nxnl2
chr10_25822787_25823202,ftr54
chr10_25823646_25823885,ftr54
chr10_25853163_25853769,trpc4a
chr10_25947619_25948446,ufm1
chr10_25982084_25982984,frem2a
chr10_26117404_26118959,trim47
chr10_26163441_26164337,trim3b
chr10_26202251_26202896,fhdc3
chr10_26224354_26225767,arfip2b
chr10_26515739_26516481,synj1
chr10_26570773_26571585,slc9a6b
chr10_26597422_26598305,fhl1b
chr10_26651876_26652240,htatsf1
chr10_26652538_26653869,htatsf1
chr10_26688841_26689642,tmtops3b
chr10_26737258_26737535,fgf13b
chr10_26742689_26744285,fgf13b
chr10_2681376_2682530,pdxp
chr10_2682955_2684140,pdxp
chr10_26926275_26927023,rab1bb
chr10_26971981_26973526,tm7sf2
chr10_26984892_26985376,znhit2
chr10_26989035_26990429,faub
chr10_27008763_27009610,uqcc3
chr10_27046264_27046889,cnih2
chr10_27052042_27053339,wdr74
chr10_27062427_27063469,mir194a
chr10_27068051_27069910,ehd1b
chr10_27095532_27096238,cxadr
chr10_2712573_2713500,mier3a
chr10_2788189_2789534,ash2l
chr10_2798821_2799515,pnx
chr10_28027950_28029507,ints2
chr10_2806278_2808113,aebp1
chr10_2809992_2810404,aebp1
chr10_28116619_28118013,med13a
chr10_28159764_28160386,rnft1
chr10_28198353_28199445,mir21-1
chr10_28305981_28306916,ptrh2
chr10_28367683_28369652,cltca
chr10_28379845_28381084,btg3
chr10_28381607_28381903,btg3
chr10_2840313_2841742,ykt6
chr10_2875277_2877235,ddx56
chr10_28834973_28835942,alcama
chr10_29120459_29121012,zpld1a
chr10_29121371_29121605,zpld1a
chr10_29137541_29138787,picalma
chr10_29235986_29237033,ccdc83
chr10_29271362_29273232,tmem126a
chr10_29273574_29273921,tmem126a
chr10_29337448_29338361,dlg2
chr10_29339159_29339364,dlg2
chr10_2942291_2943379,oclna
chr10_29744103_29745037,ift46
chr10_29768054_29768653,vps11
chr10_29769405_29771156,hyou1
chr10_29769405_29771156,vps11
chr10_29815354_29817428,h2afx1
chr10_29815354_29817428,hist2h2l
chr10_29831200_29832777,zpr1
chr10_29848503_29849644,hspa8
chr10_29854165_29855871,jhy
chr10_29892160_29892963,bsx
chr10_29903014_29903428,lim2.1
chr10_29963316_29964186,ntm
chr10_301945_303194,emsy
chr10_30784822_30785562,opcml
chr10_309320_310087,wu:fj39h09
chr10_3110267_3110671,ckmt2a
chr10_3111420_3111652,ckmt2a
chr10_31175653_31176646,pknox2
chr10_31222456_31223424,tmem218
chr10_31440345_31441288,robo3
chr10_3145282_3147336,hic2
chr10_31562606_31563273,robo3
chr10_31645515_31646186,esama
chr10_31782452_31783167,fez1
chr10_31804768_31806032,vps26bl
chr10_31808688_31809804,foxo1b
chr10_31950881_31951554,lhfpl6
chr10_32058210_32059774,thap12a
chr10_32103946_32104756,wnt11r
chr10_322088_322972,akt2l
chr10_32493249_32494582,uvrag
chr10_32494885_32495086,uvrag
chr10_32523681_32524412,dgat2
chr10_32558659_32558873,mogat2
chr10_32610123_32610969,mogat2
chr10_32611601_32612180,mogat2
chr10_32660095_32660847,atg101
chr10_32663025_32664109,rad51c
chr10_32682805_32683572,ppm1e
chr10_32877111_32877546,rabgef1
chr10_32889602_32890773,kctd7
chr10_3294447_3295310,slc25a1b
chr10_3299492_3300379,zgc:56235
chr10_33171091_33171990,myl10
chr10_33251018_33251952,bcl7ba
chr10_33264960_33265869,tbl2
chr10_3331671_3332566,tor4aa
chr10_3336628_3337319,brap
chr10_33378722_33379919,ska2
chr10_33382791_33383575,mdh2
chr10_33392889_33393262,zgc:153345
chr10_33393395_33394435,zgc:153345
chr10_33573695_33574370,cfap298
chr10_33625780_33626488,b3glctb
chr10_33754315_33755685,rxfp2a
chr10_34000920_34002338,zar1l
chr10_34032575_34033630,rfc3
chr10_34046944_34047143,zgc:174193
chr10_3415688_3417055,ddx55
chr10_342104_342628,vaspa
chr10_3426777_3428694,ptpn11a
chr10_3426777_3428694,tmed2
chr10_34425788_34426822,nbeaa
chr10_346143_346782,zgc:171929
chr10_34772206_34772443,dclk1a
chr10_34906334_34907675,sparta
chr10_34908027_34908447,sparta
chr10_34914959_34916031,ccna1
chr10_34957460_34958030,rfxap
chr10_34958212_34959168,rfxap
chr10_34980072_34981161,smad9
chr10_35002167_35003090,alg5
chr10_35002167_35003090,exosc8
chr10_35108306_35108901,zgc:110006
chr10_35149115_35149936,ripk4
chr10_35152424_35153105,nsun5
chr10_35185328_35186509,pom121
chr10_3519675_3520298,pla2g3
chr10_35256994_35257913,styxl1
chr10_35264531_35265577,tmem120a
chr10_35275408_35276618,pora
chr10_35410456_35410655,gabrr3a
chr10_35416302_35417557,hhla2a.1
chr10_35445460_35446006,hhla2a.2
chr10_35446631_35447142,hhla2a.2
chr10_35553740_35554819,zdhhc20a
chr10_35644184_35644423,mir212-2
chr10_35644690_35644969,mir212-2
chr10_35668128_35668939,ovca2
chr10_36026083_36027855,hmgb1a
chr10_36037507_36038583,katnal1
chr10_36091367_36091658,smyd4
chr10_36092276_36093427,smyd4
chr10_36150753_36151258,waif2
chr10_36183603_36184370,or108-2
chr10_36184664_36184882,or108-2
chr10_36196760_36198104,si:ch211-215a9.5
chr10_36220350_36220591,or109-7
chr10_36222303_36223068,or109-6
chr10_36225918_36226601,or109-5
chr10_36244248_36244641,or109-1
chr10_36245238_36245533,or109-1
chr10_36272514_36272811,or106-11
chr10_36303344_36303610,or106-6
chr10_36322055_36322338,or106-3
chr10_36327854_36328181,or106-2
chr10_36345281_36346080,or105-1
chr10_36346991_36348562,or104-2
chr10_36354587_36354854,or104-1
chr10_36355279_36356002,or104-1
chr10_36405717_36406580,ubl3a
chr10_36438886_36439596,uspl1
chr10_36457796_36458028,alox5ap
chr10_36458233_36458605,alox5ap
chr10_36546151_36547929,nipblb
chr10_36591081_36591648,slc1a3b
chr10_36592366_36592707,slc1a3b
chr10_36650007_36650251,ucp3
chr10_36662179_36663430,ucp2
chr10_36681597_36682619,dnajb13
chr10_36683191_36683483,dnajb13
chr10_36691257_36691805,mrpl48
chr10_36695035_36695956,rab6a
chr10_36792361_36793568,dhrs13a.2
chr10_36807259_36808238,dhrs13a.1
chr10_37144797_37145268,cuedc1a
chr10_37499739_37501058,msi2a
chr10_37926869_37927730,bhlha9
chr10_38051441_38051727,mir125b-3
chr10_38052050_38053067,mir125b-3
chr10_38074191_38074425,mir99-2
chr10_38242909_38243736,usp25
chr10_38415859_38416800,samsn1b
chr10_38417369_38418159,samsn1b
chr10_38511510_38512890,serpinh1a
chr10_38526062_38527042,acer3
chr10_38592594_38592819,mmp13a
chr10_38593056_38593255,mmp13a
chr10_38593503_38593937,mmp13a
chr10_38643101_38643838,mmp30
chr10_38663494_38664503,acat1
chr10_38707718_38707946,tmprss2
chr10_38775146_38775940,dscama
chr10_39010680_39011842,pcp4a
chr10_39130056_39131067,rps25
chr10_39153371_39154754,slc37a4b
chr10_39199520_39199953,ei24
chr10_39211799_39213769,stt3a
chr10_39248454_39249550,foxred1
chr10_39281979_39282304,cry5
chr10_39283508_39284524,dcps
chr10_39303826_39304441,kcnj1b
chr10_39893326_39894025,smfn
chr10_40283230_40284351,git2b
chr10_4045703_4046938,pitpnb
chr10_40792032_40792785,zgc:113625
chr10_40818856_40820698,zgc:113625
chr10_40825576_40827282,pcna
chr10_40836133_40837074,trim69
chr10_40938941_40939722,bmp1b
chr10_41158806_41159814,anxa4
chr10_41199063_41199434,adrb3b
chr10_41252326_41252919,prlhr2b
chr10_41302166_41302993,brf2
chr10_41303275_41303685,brf2
chr10_41399475_41400598,gpat4
chr10_41449843_41450722,cabp1b
chr10_41765331_41766762,rnf34b
chr10_41913606_41914852,orai1b
chr10_41939361_41940427,morn3
chr10_41940611_41941339,morn3
chr10_41945703_41946315,tmem120b
chr10_42038911_42039259,car15
chr10_42086496_42087706,dgcr2
chr10_42107128_42108257,ess2
chr10_42130757_42131550,stambpa
chr10_42132190_42132474,stambpa
chr10_42146297_42147627,dusp11
chr10_42297133_42298078,tcf7l1a
chr10_42357361_42357583,dbnla
chr10_42357776_42358638,dbnla
chr10_42374386_42375300,zgc:86599
chr10_4240544_4240870,plppr1
chr10_42462633_42463359,npy8ar
chr10_42519393_42520170,march5l
chr10_42520991_42522653,actr1
chr10_42541768_42543179,kctd9b
chr10_42589216_42589862,fgfr1b
chr10_42684424_42684927,stc1l
chr10_42759044_42761027,zgc:100918
chr10_42775353_42776590,wdr45
chr10_42898104_42899120,zcchc9
chr10_43036605_43037838,atg10
chr10_43116616_43116920,tmem167a
chr10_43117017_43117794,tmem167a
chr10_43117017_43117794,xrcc4
chr10_43118193_43118825,xrcc4
chr10_43188252_43188586,vcanb
chr10_43534988_43536564,mir9-2
chr10_43655019_43656374,mef2ca
chr10_43720659_43721756,cetn3
chr10_43770852_43771604,arrdc3b
chr10_43796470_43797712,nr2f1b
chr10_43963425_43964194,sept5b
chr10_43993771_43994902,cldn5b
chr10_44016816_44017723,acads
chr10_44027038_44027708,crybb1
chr10_44040909_44041292,cryba4
chr10_44041821_44042348,cryba4
chr10_44055500_44057744,grk3
chr10_44356693_44358343,sbno1
chr10_44362543_44363635,kmt5aa
chr10_44372948_44374289,snrnp35
chr10_44389261_44390521,rilpl1
chr10_44457300_44457562,hcar1-1
chr10_44466672_44467335,ccdc62
chr10_44560181_44560567,npm2b
chr10_44691483_44693294,ubc
chr10_44699283_44700134,scarb1
chr10_44787865_44788652,tacr1b
chr10_44902720_44903980,zgc:114173
chr10_44923465_44924705,tuba7l
chr10_4492606_4493088,mir430a-1
chr10_44955080_44955831,il1b
chr10_44956405_44956671,il1b
chr10_44979896_44981472,purbb
chr10_44984644_44985002,h2afvb
chr10_45001603_45002416,ved
chr10_45028495_45029992,polm
chr10_45031194_45031917,gnsb
chr10_45058387_45059003,mrps24
chr10_45058387_45059003,nudcd3
chr10_45059458_45060164,nudcd3
chr10_45344924_45346200,ppiab
chr10_4717715_4718289,palm2-akap2
chr10_4874440_4875547,palm2-akap2
chr10_4961167_4963067,snx30
chr10_4964369_4964625,lyrm7
chr10_4979211_4980263,mat2al
chr10_4980668_4981321,mat2al
chr10_4986941_4988099,si:ch73-234b20.5
chr10_5016167_5017518,hnrnpd
chr10_5023946_5024703,hnrnpdl
chr10_5025281_5026076,hnrnpdl
chr10_5135072_5136164,sec31a
chr10_5135072_5136164,zgc:113274
chr10_5158879_5160067,cdc42se2
chr10_518070_518680,npffr1l3
chr10_5233501_5234701,sptlc1
chr10_5412974_5413549,nfil3
chr10_5413967_5415738,nfil3
chr10_5422097_5422944,auh
chr10_5685135_5685361,st8sia4
chr10_573025_574282,smad4a
chr10_5820978_5821964,il6st
chr10_589290_589544,zgc:173602
chr10_6012699_6013905,hmgcs1
chr10_6121327_6122686,tln1
chr10_6317842_6318394,tpm2
chr10_6382946_6384647,zgc:114200
chr10_640319_641846,rfx3
chr10_6493221_6494253,dcp2
chr10_6495721_6496897,reep5
chr10_6586959_6588957,chd1
chr10_6774550_6775521,zgc:194281
chr10_6883835_6884822,ddx4
chr10_689739_690403,glis3
chr10_6906605_6907950,slc38a9
chr10_7254957_7255886,fut10
chr10_7386014_7386631,nrg1
chr10_73877_77382,dyrk1aa
chr10_73877_77382,vps26c
chr10_7471633_7472604,nrg1
chr10_7592459_7593712,ppp2cb
chr10_7636176_7637128,hint1
chr10_7636176_7637128,ubxn8
chr10_7670484_7672181,fam136a
chr10_7670484_7672181,pcyox1
chr10_7701524_7702160,gmcl1
chr10_7702484_7703434,gmcl1
chr10_7733648_7734720,snx24
chr10_7786567_7786873,mpx
chr10_7819920_7821989,mat2aa
chr10_7908991_7909993,slc35e4
chr10_7987202_7988550,ewsr1a
chr10_8060515_8060724,si:ch211-251f6.6
chr10_8079658_8079916,zgc:173443
chr10_8090404_8091699,sub1a
chr10_8196608_8198460,mtrex
chr10_8401538_8402525,hvcn1
chr10_8619230_8620072,aplnrb
chr10_8624624_8624931,aplnrb
chr10_8628569_8631331,aplnrb
chr10_8634489_8635212,aplnrb
chr10_8656040_8657104,pmaip1
chr10_8680290_8681115,isl1l
chr10_882999_883908,unc5c
chr10_8967895_8968747,fstb
chr10_9092609_9093499,snx18b
chr10_9194671_9195626,antxr2b
chr10_9221936_9223500,paqr3b
chr10_9269003_9269866,anxa3b
chr10_9270163_9270810,anxa3b
chr10_9345814_9346526,mrrf
chr10_9345814_9346526,rbm18
chr10_9372480_9374536,lhx6
chr10_9409630_9410805,morn5
chr10_9409630_9410805,ndufa8
chr10_9549910_9550446,si:ch211-243g18.2
chr11_1023839_1024638,slc6a1b
chr11_10455698_10456610,ect2
chr11_10540884_10541297,b3gnt5a
chr11_105715_107656,elmo2
chr11_10850068_10851419,psmd14
chr11_1087821_1088724,LOC100003140
chr11_11267539_11268977,lgsn
chr11_11267539_11268977,ptp4a1
chr11_11300902_11301531,col9a1a
chr11_11330608_11331296,mrpl4
chr11_11336007_11337419,zgc:77929
chr11_11459054_11459476,krt93
chr11_11470922_11471684,krt94
chr11_11503785_11504393,krt98
chr11_11517723_11518669,krt15
chr11_11581_12947,myg1
chr11_11719218_11720215,jupa
chr11_11792034_11792974,cdc6
chr11_11974410_11976007,zgc:64002
chr11_12006439_12008264,sp2
chr11_12049910_12051804,socs7
chr11_12052187_12052813,socs7
chr11_12103891_12105051,mrpl45
chr11_12157455_12158554,npepps
chr11_12158813_12159191,npepps
chr11_12198237_12198824,krt95
chr11_12718821_12719276,ap1s2
chr11_12719469_12720957,ap1s2
chr11_12743757_12745132,rbb4l
chr11_12800431_12802251,txlng
chr11_12802544_12802832,txlng
chr11_128048_129444,arfgap1
chr11_12811512_12812335,rtel1
chr11_12859804_12861371,zgpat
chr11_1291046_1291757,atp2b2
chr11_12997896_12998639,chrna4b
chr11_13032539_13033085,ptgfr
chr11_13040874_13041885,btf3l4
chr11_13125933_13127258,elovl1b
chr11_13151546_13152520,elovl1b
chr11_13166593_13167163,mob3c
chr11_13175106_13175609,mknk1
chr11_13175951_13177861,mknk1
chr11_13207517_13209119,atp5f1b
chr11_13423333_13423547,homer3b
chr11_13423824_13424988,homer3b
chr11_13527673_13529049,arrdc2
chr11_13618270_13618852,sid1
chr11_13641563_13642416,wdr18
chr11_1392069_1394113,iars
chr11_1400132_1401330,rpl29
chr11_140780_140984,zgc:172352
chr11_14103904_14104952,med16
chr11_141380_141645,cdk4
chr11_141380_141645,zgc:172352
chr11_142051_142500,cdk4
chr11_14320641_14321323,ptbp1b
chr11_14342721_14344216,si:ch211-262i1.6
chr11_14812315_14813239,sgta
chr11_15000892_15001984,elavl1b
chr11_1509231_1509831,phactr3b
chr11_1512171_1513406,acot8
chr11_1521852_1523352,srsf6b
chr11_15295950_15297453,rpn2
chr11_1532106_1534184,ift52
chr11_15435470_15435692,ghrh
chr11_15480194_15480838,cdk5rap1
chr11_1550627_1550826,mybl2b
chr11_1551051_1552490,mybl2b
chr11_15612937_15614010,gdf11
chr11_15874480_15875158,rap1ab
chr11_15877813_15878719,pank4
chr11_15930909_15931309,draxin
chr11_16019187_16021591,zgc:173544
chr11_16040066_16040634,agtrap
chr11_16070284_16070757,ctbs
chr11_16115313_16116064,rpf1
chr11_16151516_16153486,arpc4l
chr11_16151516_16153486,tada3l
chr11_16164938_16165137,hmces
chr11_16165634_16166743,hmces
chr11_16213899_16215337,rab7a
chr11_16216731_16217082,slc25a26
chr11_16574335_16575270,kbtbd8
chr11_17713370_17714431,tafa4b
chr11_17782218_17783030,tmf1
chr11_17783518_17783935,tmf1
chr11_17802230_17803206,uba3
chr11_17803501_17803727,uba3
chr11_17963680_17964850,cishb
chr11_17981259_17981811,twf2b
chr11_17983973_17984807,rpusd4
chr11_18215915_18217021,tmcc1b
chr11_18252683_18253603,mustn1b
chr11_18282419_18283775,stimate
chr11_18383838_18384661,prkcdb
chr11_18384961_18385492,prkcdb
chr11_18555709_18557587,dido1
chr11_18704405_18705632,id1
chr11_18818429_18819521,zgc:175264
chr11_18872542_18873884,magi1b
chr11_19097342_19097709,rhol
chr11_19098563_19098876,rhol
chr11_19157572_19158365,adamts9
chr11_19158892_19159891,adamts9
chr11_19433516_19434743,prickle2b
chr11_19501951_19502875,psmd6
chr11_19501951_19502875,slc2a9l1
chr11_1955611_1956463,nr1d4b
chr11_19602867_19603547,thoc7
chr11_19773920_19775356,namptb
chr11_20029721_20032121,fezf2
chr11_20055557_20056119,fezf2
chr11_20056517_20057938,fezf2
chr11_20370461_20371477,cdh4
chr11_2061099_2061812,hoxc6b
chr11_2061099_2061812,mir196c
chr11_2061099_2061812,rargb
chr11_2063337_2064010,rargb
chr11_2087868_2088971,rargb
chr11_20898489_20899253,zgc:162182
chr11_21014139_21014721,slc6a14
chr11_21015554_21015934,slc6a14
chr11_21031660_21032427,fmoda
chr11_21049621_21050025,zgc:113307
chr11_21096265_21096483,il19l
chr11_21136890_21137099,il10
chr11_21137847_21138240,il10
chr11_21216866_21218291,mapkapk2a
chr11_21266504_21267749,dyrk3
chr11_2131217_2131418,calcoco1b
chr11_2132775_2133790,hoxc6b
chr11_2132775_2133790,mir196c
chr11_2139104_2139684,hoxc6b
chr11_2139104_2139684,mir196c
chr11_21403527_21404370,ikbke
chr11_2156086_2156897,hoxc13b
chr11_21584730_21586857,zgc:101564
chr11_2171782_2172892,hoxc12b
chr11_2188716_2189059,mir196c
chr11_2189571_2191016,hoxc6b
chr11_2189571_2191016,mir196c
chr11_21909849_21910840,foxp4
chr11_2198425_2199269,hoxc6b
chr11_2198425_2199269,mir196c
chr11_2200634_2200925,hoxc6b
chr11_2200634_2200925,mir196c
chr11_2201628_2201910,hoxc6b
chr11_2201628_2201910,mir196c
chr11_2202504_2203551,hoxc6b
chr11_2202504_2203551,mir196c
chr11_2205486_2206046,hoxc6b
chr11_2205486_2206046,mir196c
chr11_2207066_2207816,hoxc6b
chr11_2207066_2207816,mir196c
chr11_22311860_22312207,tfeb
chr11_22371379_22372217,tmem183a
chr11_22372459_22372693,tmem183a
chr11_22374267_22374995,ppfia4
chr11_2249569_2250998,hnrnpa1a
chr11_22598820_22599697,myog
chr11_22622775_22623621,si:ch211-86h15.1
chr11_22915655_22917395,mdm4
chr11_23079355_23081156,atp2b4
chr11_23218934_23219645,optc
chr11_23263774_23264549,csf1a
chr11_23264898_23265389,csf1a
chr11_23321940_23323091,kiss1
chr11_235837_237345,dusp7
chr11_23809679_23810431,nfasca
chr11_2391481_2392106,igfbp6a
chr11_23931861_23932159,cntn2
chr11_23932323_23933671,cntn2
chr11_24033674_24034891,zc3h11a
chr11_24045284_24046543,maf1
chr11_24063037_24064217,trib3
chr11_2416010_2416868,ube2v1
chr11_24191655_24192187,sox12
chr11_24289945_24290144,pnp4a
chr11_24305824_24306227,rem1
chr11_24312956_24314505,rem1
chr11_24316069_24316351,rem1
chr11_24326381_24326759,rem1
chr11_24339065_24340264,rbm39a
chr11_24346335_24347790,si:ch211-15p9.2
chr11_24348096_24348740,nfs1
chr11_24348096_24348740,si:ch211-15p9.2
chr11_24427495_24428653,dvl1b
chr11_24458417_24458950,mxra8a
chr11_2455820_2456823,slc2a10
chr11_2457858_2458766,tp53rk
chr11_24728656_24729346,inavab
chr11_24757899_24758242,rnpep
chr11_24758515_24759541,rnpep
chr11_24785733_24786701,cyb5r1
chr11_24798744_24799310,adipor1a
chr11_24799610_24800858,adipor1a
chr11_24815443_24816746,rabif
chr11_24851188_24852049,ipo9
chr11_24899843_24900611,timm17a
chr11_24906043_24907575,sulf2a
chr11_24993969_24995091,zgc:92107
chr11_2506376_2507143,dgkab
chr11_25064074_25064878,ndrg3a
chr11_25156974_25158708,trpc4apa
chr11_25206084_25207024,mir499a
chr11_25212956_25213674,myh7ba
chr11_25256680_25257648,snai1a
chr11_25259398_25260817,tp53inp2
chr11_25295847_25297400,top1l
chr11_25327786_25328723,fam83d
chr11_25382995_25384356,mafbb
chr11_25403017_25404317,adnpa
chr11_25418422_25419319,gata1a
chr11_25429417_25429968,si:dkey-13a21.4
chr11_25472240_25472794,opn1sw2
chr11_2548030_2549262,cnpy2
chr11_25480659_25481045,opn1lw2
chr11_25485154_25486125,gnl3l
chr11_2549875_2550350,cnpy2
chr11_2554280_2555759,zgc:113184
chr11_25595489_25596143,ccdc120
chr11_25618626_25620153,comtb
chr11_25633139_25634378,grm6b
