peak_id,gene_short_name
chr10_3299478_3300380,zgc:56235
chr10_33171087_33171992,myl10
chr10_33251041_33251954,bcl7ba
chr10_33264958_33265903,tbl2
chr10_3331674_3332568,tor4aa
chr10_3336612_3337838,brap
chr10_33378725_33379908,ska2
chr10_33382787_33383699,mdh2
chr10_33392887_33394474,zgc:153345
chr10_33573718_33574368,cfap298
chr10_33625775_33626505,b3glctb
chr10_33754331_33755663,rxfp2a
chr10_34000942_34002344,zar1l
chr10_34032577_34033628,rfc3
chr10_34046946_34047145,zgc:174193
chr10_3415690_3417068,ddx55
chr10_342279_342888,vaspa
chr10_3426748_3428695,ptpn11a
chr10_3426748_3428695,tmed2
chr10_34425884_34427087,nbeaa
chr10_346114_346773,zgc:171929
chr10_34906327_34907984,sparta
chr10_34908158_34908448,sparta
chr10_34914949_34916006,ccna1
chr10_34957618_34958030,rfxap
chr10_34958217_34959177,rfxap
chr10_34980064_34981096,smad9
chr10_35002040_35003095,alg5
chr10_35002040_35003095,exosc8
chr10_35003513_35004020,exosc8
chr10_35108313_35108898,zgc:110006
chr10_35149139_35149924,ripk4
chr10_35152451_35153127,nsun5
chr10_35185326_35186528,pom121
chr10_3519675_3520743,pla2g3
chr10_35256985_35257818,styxl1
chr10_35264667_35265586,tmem120a
chr10_35275406_35276620,pora
chr10_35410402_35410763,gabrr3a
chr10_35416233_35417588,hhla2a.1
chr10_35445423_35446000,hhla2a.2
chr10_35446616_35447121,hhla2a.2
chr10_35553366_35554817,zdhhc20a
chr10_35644212_35645043,mir212-2
chr10_35668103_35668940,ovca2
chr10_35669364_35669797,ovca2
chr10_36026018_36027865,hmgb1a
chr10_36037509_36038589,katnal1
chr10_36091354_36091663,smyd4
chr10_36092272_36093451,smyd4
chr10_36183614_36184373,or108-2
chr10_36184616_36184934,or108-2
chr10_36196775_36198112,si:ch211-215a9.5
chr10_36220350_36220580,or109-7
chr10_36226091_36226636,or109-5
chr10_36245728_36246125,or109-1
chr10_36265580_36265779,or106-12
chr10_36314580_36314883,or106-4
chr10_36321855_36322335,or106-3
chr10_36327832_36328181,or106-2
chr10_36347061_36348758,or104-2
chr10_36354414_36354664,or104-1
chr10_36405689_36406578,ubl3a
chr10_36438861_36439583,uspl1
chr10_36457659_36458000,alox5ap
chr10_36458237_36458694,alox5ap
chr10_36546156_36547906,nipblb
chr10_36591086_36591639,slc1a3b
chr10_36592377_36592726,slc1a3b
chr10_36650076_36650291,ucp3
chr10_36662000_36663431,ucp2
chr10_36681656_36682610,dnajb13
chr10_36683205_36683563,dnajb13
chr10_36691262_36691809,mrpl48
chr10_36695049_36695954,rab6a
chr10_36792405_36793592,dhrs13a.2
chr10_36807265_36808247,dhrs13a.1
chr10_37144873_37145262,cuedc1a
chr10_37499728_37501049,msi2a
chr10_37926843_37927862,bhlha9
chr10_38051375_38051698,mir125b-3
chr10_38052164_38053080,mir125b-3
chr10_38073950_38074316,mir99-2
chr10_38242918_38243738,usp25
chr10_38415884_38416779,samsn1b
chr10_38417312_38418164,samsn1b
chr10_38511514_38512883,serpinh1a
chr10_38526065_38527042,acer3
chr10_38592578_38592847,mmp13a
chr10_38593068_38593290,mmp13a
chr10_38593520_38593869,mmp13a
chr10_38643129_38643844,mmp30
chr10_38663036_38664809,acat1
chr10_38707761_38707990,tmprss2
chr10_38775140_38775954,dscama
chr10_39010471_39011840,pcp4a
chr10_39130321_39131078,rps25
chr10_39153381_39154743,slc37a4b
chr10_39199575_39200319,ei24
chr10_39211681_39213787,stt3a
chr10_39248460_39249550,foxred1
chr10_39283513_39284670,dcps
chr10_39303787_39304446,kcnj1b
chr10_39893323_39893861,smfn
chr10_40283193_40284383,git2b
chr10_4045684_4046876,pitpnb
chr10_40791918_40792410,zgc:113625
chr10_40818780_40820687,zgc:113625
chr10_40825578_40827270,pcna
chr10_40836128_40837073,trim69
chr10_40938945_40939721,bmp1b
chr10_40964478_40964677,npffr1l1
chr10_41158796_41159814,anxa4
chr10_41199084_41199408,adrb3b
chr10_41252215_41252850,prlhr2b
chr10_41302178_41303785,brf2
chr10_41399489_41400688,gpat4
chr10_41449787_41450756,cabp1b
chr10_41765485_41766763,rnf34b
chr10_41913603_41914857,orai1b
chr10_41939290_41940289,morn3
chr10_41945539_41946190,tmem120b
chr10_42039017_42039440,car15
chr10_42086346_42087818,dgcr2
chr10_42088151_42088615,dgcr2
chr10_42107127_42108259,ess2
chr10_42130761_42131549,stambpa
chr10_42132196_42132467,stambpa
chr10_42146328_42147647,dusp11
chr10_42297155_42298078,tcf7l1a
chr10_42357336_42358096,dbnla
chr10_42358333_42358560,dbnla
chr10_42374389_42375456,zgc:86599
chr10_4240545_4240913,plppr1
chr10_42519392_42520108,march5l
chr10_42521001_42522659,actr1
chr10_42541786_42543172,kctd9b
chr10_42589224_42589867,fgfr1b
chr10_42684436_42685028,stc1l
chr10_42759039_42761043,zgc:100918
chr10_42775352_42776593,wdr45
chr10_42898094_42899120,zcchc9
chr10_43036611_43037681,atg10
chr10_43116617_43116844,tmem167a
chr10_43117159_43117817,tmem167a
chr10_43117159_43117817,xrcc4
chr10_43187849_43188646,vcanb
chr10_43534980_43536562,mir9-2
chr10_43654990_43656388,mef2ca
chr10_43720638_43721746,cetn3
chr10_43770864_43771613,arrdc3b
chr10_43796472_43797698,nr2f1b
chr10_43963427_43964183,sept5b
chr10_43993772_43994855,cldn5b
chr10_44016809_44017729,acads
chr10_44027045_44027682,crybb1
chr10_44040869_44041326,cryba4
chr10_44041799_44042356,cryba4
chr10_44055502_44057710,grk3
chr10_44336075_44337665,zswim6
chr10_44356644_44358334,sbno1
chr10_44362512_44363657,kmt5aa
chr10_44372938_44374289,snrnp35
chr10_44389254_44390558,rilpl1
chr10_44457305_44457543,hcar1-1
chr10_44466582_44467326,ccdc62
chr10_44560163_44560871,npm2b
chr10_44677457_44677721,tpst2
chr10_44691479_44693545,ubc
chr10_44699399_44700194,scarb1
chr10_44787885_44788649,tacr1b
chr10_44902727_44903985,zgc:114173
chr10_4492172_4492371,mir430a-1
chr10_44923329_44924707,tuba7l
chr10_4492607_4492861,mir430a-1
chr10_44955059_44955885,il1b
chr10_44956403_44956692,il1b
chr10_44979859_44981474,purbb
chr10_44984065_44984294,h2afvb
chr10_44984641_44985005,h2afvb
chr10_45001790_45002438,ved
chr10_45028473_45029987,polm
chr10_45031195_45031909,gnsb
chr10_45058383_45059015,mrps24
chr10_45058383_45059015,nudcd3
chr10_45059454_45060238,nudcd3
chr10_45344954_45346201,ppiab
chr10_4717722_4718289,palm2-akap2
chr10_4874422_4875487,palm2-akap2
chr10_4961165_4963080,snx30
chr10_4964361_4964614,lyrm7
chr10_4979219_4980208,mat2al
chr10_4980668_4981316,mat2al
chr10_4986980_4988099,si:ch73-234b20.5
chr10_5016156_5017169,hnrnpd
chr10_5017374_5017641,hnrnpd
chr10_5023961_5024837,hnrnpdl
chr10_5025281_5026194,hnrnpdl
chr10_5135105_5136182,sec31a
chr10_5135105_5136182,zgc:113274
chr10_5136636_5136854,zgc:113274
chr10_5158891_5160079,cdc42se2
chr10_518029_518834,npffr1l3
chr10_5233501_5234705,sptlc1
chr10_5412928_5413555,nfil3
chr10_5413969_5415740,nfil3
chr10_5422080_5422986,auh
chr10_5581138_5581440,syk
chr10_5685023_5685329,st8sia4
chr10_572463_572677,smad4a
chr10_573025_574276,smad4a
chr10_5820978_5821948,il6st
chr10_589296_589594,zgc:173602
chr10_6012695_6013905,hmgcs1
chr10_6121177_6122674,tln1
chr10_6317853_6318479,tpm2
chr10_6382811_6384599,zgc:114200
chr10_640326_641851,rfx3
chr10_6493181_6494250,dcp2
chr10_6495707_6496892,reep5
chr10_6587012_6588958,chd1
chr10_6774549_6775525,zgc:194281
chr10_6883485_6884808,ddx4
chr10_689734_690411,glis3
chr10_6906472_6908115,slc38a9
chr10_7254783_7255795,fut10
chr10_7386010_7386617,nrg1
chr10_73901_77382,dyrk1aa
chr10_73901_77382,vps26c
chr10_7471621_7472601,nrg1
chr10_7592495_7593711,ppp2cb
chr10_7636185_7637128,hint1
chr10_7636185_7637128,ubxn8
chr10_7670561_7672136,fam136a
chr10_7670561_7672136,pcyox1
chr10_7701497_7702159,gmcl1
chr10_7702392_7703460,gmcl1
chr10_7733648_7734735,snx24
chr10_7756034_7756979,loxa
chr10_7819907_7821989,mat2aa
chr10_7908996_7909994,slc35e4
chr10_7987699_7988549,ewsr1a
chr10_7989259_7989537,ewsr1a
chr10_8060530_8060751,si:ch211-251f6.6
chr10_8079698_8079938,zgc:173443
chr10_8090430_8091694,sub1a
chr10_8196670_8198872,mtrex
chr10_8401531_8402490,hvcn1
chr10_8628539_8631499,aplnrb
chr10_8656040_8657341,pmaip1
chr10_8680290_8681122,isl1l
chr10_883015_883928,unc5c
chr10_8967891_8968635,fstb
chr10_9092609_9093503,snx18b
chr10_9194628_9195619,antxr2b
chr10_9221867_9223503,paqr3b
chr10_9269102_9269838,anxa3b
chr10_9270165_9270797,anxa3b
chr10_9345816_9346526,mrrf
chr10_9345816_9346526,rbm18
chr10_9372477_9373833,lhx6
chr10_9409754_9410665,morn5
chr10_9409754_9410665,ndufa8
chr10_9549867_9550426,si:ch211-243g18.2
chr11_1024161_1024666,slc6a1b
chr11_10455695_10456615,ect2
chr11_10541102_10541342,b3gnt5a
chr11_105788_107685,elmo2
chr11_10850043_10851411,psmd14
chr11_1088169_1088729,LOC100003140
chr11_11267532_11268960,lgsn
chr11_11267532_11268960,ptp4a1
chr11_11300903_11301518,col9a1a
chr11_11330643_11331311,mrpl4
chr11_11336017_11337413,zgc:77929
chr11_11457656_11458264,krt93
chr11_11458900_11459520,krt93
chr11_11470920_11471710,krt94
chr11_11502503_11503068,krt98
chr11_11503750_11504389,krt98
chr11_11516549_11518949,krt15
chr11_11719193_11720298,jupa
chr11_11792265_11792982,cdc6
chr11_11918_12928,myg1
chr11_11974546_11975991,zgc:64002
chr11_12007276_12008260,sp2
chr11_12049919_12051804,socs7
chr11_12052192_12052814,socs7
chr11_12103779_12105047,mrpl45
chr11_12157449_12158555,npepps
chr11_12158916_12159151,npepps
chr11_12198284_12198896,krt95
chr11_12199777_12199976,krt95
chr11_12719445_12720950,ap1s2
chr11_12743755_12745148,rbb4l
chr11_12800448_12802243,txlng
chr11_12802526_12802773,txlng
chr11_12811502_12812342,rtel1
chr11_128469_129455,arfgap1
chr11_12859805_12861391,zgpat
chr11_1290763_1291704,atp2b2
chr11_12997896_12998911,chrna4b
chr11_13032476_13033085,ptgfr
chr11_13040907_13041874,btf3l4
chr11_13125958_13127262,elovl1b
chr11_13151542_13152503,elovl1b
chr11_13166618_13167190,mob3c
chr11_13175418_13175632,mknk1
chr11_13175958_13177881,mknk1
chr11_13207495_13208937,atp5f1b
chr11_13423349_13423600,homer3b
chr11_13423989_13424978,homer3b
chr11_13527699_13529049,arrdc2
chr11_13610834_13611220,si:ch211-1a19.2
chr11_13618340_13618828,sid1
chr11_13641572_13642379,wdr18
chr11_1392061_1394122,iars
chr11_1400127_1401467,rpl29
chr11_14103913_14104951,med16
chr11_141325_141601,cdk4
chr11_141325_141601,zgc:172352
chr11_141972_142418,cdk4
chr11_14320665_14321371,ptbp1b
chr11_14342707_14343907,si:ch211-262i1.6
chr11_14812310_14813246,sgta
chr11_15000924_15001984,elavl1b
chr11_1509235_1509835,phactr3b
chr11_1512205_1513406,acot8
chr11_1521833_1523333,srsf6b
chr11_15296447_15297453,rpn2
chr11_1532123_1534165,ift52
chr11_15435496_15435795,ghrh
chr11_15480222_15480855,cdk5rap1
chr11_1550623_1550830,mybl2b
chr11_1551021_1552495,mybl2b
chr11_15612927_15613995,gdf11
chr11_15874475_15875156,rap1ab
chr11_15877838_15878846,pank4
chr11_15930570_15930779,draxin
chr11_15931060_15931321,draxin
chr11_16020705_16021547,zgc:173544
chr11_16040140_16040651,agtrap
chr11_16070282_16070839,ctbs
chr11_16115305_16116064,rpf1
chr11_16151504_16153493,arpc4l
chr11_16151504_16153493,tada3l
chr11_16164919_16165189,hmces
chr11_16165644_16166738,hmces
chr11_16213894_16215343,rab7a
chr11_16216612_16217088,slc25a26
chr11_16574347_16575279,kbtbd8
chr11_17713370_17714193,tafa4b
chr11_17782126_17783039,tmf1
chr11_17783530_17783917,tmf1
chr11_17802211_17803210,uba3
chr11_17803516_17803753,uba3
chr11_17963893_17964863,cishb
chr11_17981259_17981571,twf2b
chr11_17983892_17984782,rpusd4
chr11_18215923_18217022,tmcc1b
chr11_18252805_18253208,mustn1b
chr11_18282363_18283783,stimate
chr11_18383842_18384663,prkcdb
chr11_18384934_18385510,prkcdb
chr11_18555551_18557585,dido1
chr11_18704411_18705633,id1
chr11_18818262_18819349,zgc:175264
chr11_18819687_18820810,zgc:175264
chr11_18872540_18873884,magi1b
chr11_19096580_19097669,rhol
chr11_19098553_19098948,rhol
chr11_19157573_19158418,adamts9
chr11_19158910_19159916,adamts9
chr11_19433515_19434725,prickle2b
chr11_19501949_19502856,psmd6
chr11_19501949_19502856,slc2a9l1
chr11_1955891_1956135,nr1d4b
chr11_1956814_1957603,nr1d4b
chr11_19602863_19603390,thoc7
chr11_19773919_19775373,namptb
chr11_20055556_20056109,fezf2
chr11_20056524_20057977,fezf2
chr11_20370491_20371812,cdh4
chr11_2087833_2088965,rargb
chr11_20898453_20899255,zgc:162182
chr11_21014322_21014723,slc6a14
chr11_21015544_21016165,slc6a14
chr11_21031678_21032419,fmoda
chr11_21049618_21050013,zgc:113307
chr11_21096093_21097013,il19l
chr11_21216856_21218291,mapkapk2a
chr11_21266502_21267746,dyrk3
chr11_21403539_21404372,ikbke
chr11_2156072_2156889,hoxc13b
chr11_21584665_21586951,zgc:101564
chr11_2171776_2172947,hoxc12b
chr11_2189429_2191024,mir196c
chr11_21909831_21910852,foxp4
chr11_2198427_2199276,hoxc6b
chr11_2202375_2202853,hoxc6b
chr11_2203029_2203555,hoxc6b
chr11_22311808_22312231,tfeb
chr11_22371373_22372232,tmem183a
chr11_22372468_22372673,tmem183a
chr11_22374252_22374989,ppfia4
chr11_2249543_2251001,hnrnpa1a
chr11_22598745_22599742,myog
chr11_22622738_22623627,si:ch211-86h15.1
chr11_22915746_22917395,mdm4
chr11_23079353_23081151,atp2b4
chr11_23218921_23219634,optc
chr11_23263680_23264571,csf1a
chr11_23264891_23265327,csf1a
chr11_23321957_23323076,kiss1
chr11_235825_237336,dusp7
chr11_23809610_23810362,nfasca
chr11_2391412_2392098,igfbp6a
chr11_23931880_23932156,cntn2
chr11_23932269_23933720,cntn2
chr11_24033502_24033719,zc3h11a
chr11_24033935_24034773,zc3h11a
chr11_24045112_24046506,maf1
chr11_24062458_24064213,trib3
chr11_2416021_2416871,ube2v1
chr11_24191641_24192183,sox12
chr11_24289958_24290168,pnp4a
chr11_24312961_24314501,rem1
chr11_24339160_24340136,rbm39a
chr11_24345915_24347805,si:ch211-15p9.2
chr11_24348105_24348734,nfs1
chr11_24348105_24348734,si:ch211-15p9.2
chr11_24427504_24428645,dvl1b
chr11_24458503_24458960,mxra8a
chr11_2455957_2456833,slc2a10
chr11_2457851_2458847,tp53rk
chr11_24728665_24729351,inavab
chr11_24757942_24759553,rnpep
chr11_24785729_24786720,cyb5r1
chr11_24799616_24800766,adipor1a
chr11_24815427_24816741,rabif
chr11_24819271_24820165,kdm5ba
chr11_24851197_24852050,ipo9
chr11_24899320_24899565,timm17a
chr11_24899829_24900610,timm17a
chr11_24906071_24906735,sulf2a
chr11_24906963_24907657,sulf2a
chr11_24993746_24995172,zgc:92107
chr11_2506386_2507148,dgkab
chr11_25064060_25065622,ndrg3a
chr11_25156975_25158027,trpc4apa
chr11_25206208_25206967,mir499a
chr11_25212956_25213672,myh7ba
chr11_25256687_25257660,snai1a
chr11_25259364_25260807,tp53inp2
chr11_25295875_25297403,top1l
chr11_25327769_25328724,fam83d
chr11_25382986_25384350,mafbb
chr11_25403048_25404296,adnpa
chr11_25418748_25418963,gata1a
chr11_25429546_25429944,si:dkey-13a21.4
chr11_25430660_25430900,si:dkey-13a21.4
chr11_25472213_25472707,opn1sw2
chr11_2547649_2549251,cnpy2
chr11_25480577_25480998,opn1lw2
chr11_25485356_25486125,gnl3l
chr11_2549872_2550253,cnpy2
chr11_2554237_2555785,zgc:113184
chr11_25595500_25596139,ccdc120
chr11_25618622_25620163,comtb
chr11_25633195_25634478,grm6b
chr11_25680350_25682143,otud5b
chr11_25828389_25829933,skib
chr11_25852262_25853398,tmem51b
chr11_2593270_2594165,nab2
chr11_26039924_26041304,kaznb
chr11_2632096_2632988,zgc:193807
chr11_2633590_2633887,zgc:193807
chr11_26361027_26362437,foxj3
chr11_26362998_26363552,ppcs
chr11_26375051_26376568,cpne1
chr11_26375051_26376568,utp3
chr11_26379840_26380625,rbm12
chr11_26576378_26576922,st3gal8
chr11_26603833_26604420,dynlrb1
chr11_26608865_26609915,map1lc3a
chr11_26652_29956,sp1
chr11_26701066_26702035,acad9
chr11_2687229_2687645,b3galt6
chr11_269811_270571,alas1
chr11_2699204_2700317,tmem167b
chr11_2709914_2711152,mapk14b
chr11_271188_271718,alas1
chr11_27133362_27134042,hdac11
chr11_27500356_27501234,wnt7aa
chr11_27503135_27503857,mirlet7a-1
chr11_27537029_27537882,ptpdc1a
chr11_27542923_27543716,barx1
chr11_2762102_2763518,srpk1b
chr11_27701019_27702890,phf2
