peak_id,gene_short_name
chr10_21361403_21362252,avd
chr10_21395313_21395785,trpc7a
chr10_21434481_21435568,etf1b
chr10_21444236_21445342,fbxw11b
chr10_21483780_21484960,fgf18b
chr10_21559371_21559674,pcdh1a3
chr10_21563780_21564035,pcdh1a4
chr10_21576554_21577395,pcdh1a6
chr10_21656397_21656701,pcdh1g2
chr10_21660203_21660532,pcdh1g3
chr10_21676666_21677095,pcdh1gb2
chr10_21701339_21701791,pcdh1g9
chr10_21707345_21707674,pcdh1g11
chr10_21708056_21708820,pcdh1g11
chr10_21717526_21717947,pcdh1gb9
chr10_21718134_21718392,pcdh1gb9
chr10_21737449_21737797,pcdh1g18
chr10_21775935_21776227,pcdh1g22
chr10_21783014_21783302,pcdh1g33
chr10_21786344_21786895,pcdh1g26
chr10_21789616_21789887,pcdh1gc5
chr10_21793228_21793798,pcdh1gc6
chr10_21796970_21797216,pcdh1g29
chr10_21800455_21800980,pcdh1g30
chr10_21806528_21806744,pcdh1g32
chr10_21807033_21807565,pcdh1g32
chr10_21808353_21809109,pcdh1g32
chr10_21866399_21867064,cbln17
chr10_21867172_21867605,cbln17
chr10_22003288_22003854,kcnip1b
chr10_22012124_22013158,kcnip1b
chr10_22033453_22035232,npm1a
chr10_22126_23265,riox2
chr10_22147798_22148393,cldn7b
chr10_22148782_22150532,cldn7b
chr10_22380970_22381451,nlgn2b
chr10_22381952_22382166,nlgn2b
chr10_22505635_22506256,zgc:172339
chr10_22723385_22724499,kdm6bb
chr10_22771063_22771330,tmem88a
chr10_22771880_22772194,tmem88a
chr10_22782070_22782272,si:ch211-237l4.6
chr10_22782396_22782855,si:ch211-237l4.6
chr10_22803296_22803963,pcolcea
chr10_22845267_22846242,vamp2
chr10_22853859_22854945,and3
chr10_22853859_22854945,ap4m1
chr10_22855221_22855443,ap4m1
chr10_22889902_22890437,arrb2a
chr10_22890801_22892040,arrb2a
chr10_22911579_22912589,med11
chr10_22917603_22918863,rnasekb
chr10_22917603_22918863,zgc:103508
chr10_23060045_23061200,slc25a1a
chr10_23099355_23100689,nle1
chr10_23908465_23909621,cadm2a
chr10_24391544_24392714,slc43a2b
chr10_24421536_24422471,paxbp1
chr10_24647959_24648369,stoml3b
chr10_24659058_24660317,vps36
chr10_24690168_24690980,tpte
chr10_24723678_24724536,smpd1
chr10_24758887_24759774,ilk
chr10_24760134_24760408,ilk
chr10_24765465_24767084,timm10b
chr10_25028108_25028611,cd209
chr10_25068437_25069393,mtnr1bb
chr10_25204507_25205983,chordc1b
chr10_25222168_25222473,grm5a
chr10_25327665_25329471,tmem135
chr10_25342261_25343321,cct8
chr10_25369338_25370784,bach1b
chr10_25698567_25699842,sod1
chr10_25726459_25726658,ugt5d1
chr10_2581528_2582708,nxnl2
chr10_25822873_25823155,ftr54
chr10_25823707_25823956,ftr54
chr10_25853275_25853752,trpc4a
chr10_25947593_25948529,ufm1
chr10_25982111_25982922,frem2a
chr10_26117358_26118936,trim47
chr10_26163436_26164351,trim3b
chr10_26202390_26202876,fhdc3
chr10_26203200_26203399,fhdc3
chr10_26224389_26225757,arfip2b
chr10_26515725_26516465,synj1
chr10_26570772_26571584,slc9a6b
chr10_26597547_26598262,fhl1b
chr10_26651876_26652270,htatsf1
chr10_26652534_26653236,htatsf1
chr10_26688864_26689614,tmtops3b
chr10_26737529_26737843,fgf13b
chr10_26743478_26744285,fgf13b
chr10_2681378_2682528,pdxp
chr10_2682969_2683337,pdxp
chr10_26926283_26927040,rab1bb
chr10_26971764_26973491,tm7sf2
chr10_26984891_26985365,znhit2
chr10_26989154_26990431,faub
chr10_27008758_27009895,uqcc3
chr10_27046250_27046827,cnih2
chr10_27052069_27053340,wdr74
chr10_27062445_27063441,mir194a
chr10_27068047_27069994,ehd1b
chr10_27095503_27096223,cxadr
chr10_2712612_2713508,mier3a
chr10_2788230_2789034,ash2l
chr10_2789209_2789511,ash2l
chr10_2798848_2799527,pnx
chr10_28028238_28029341,ints2
chr10_28029596_28029817,ints2
chr10_2806309_2808097,aebp1
chr10_28116638_28117993,med13a
chr10_28159901_28160429,rnft1
chr10_28198532_28199441,mir21-1
chr10_28306022_28306928,ptrh2
chr10_28368397_28369642,cltca
chr10_28379798_28381075,btg3
chr10_28381607_28381885,btg3
chr10_2840304_2841745,ykt6
chr10_2875382_2877027,ddx56
chr10_28835020_28835945,alcama
chr10_29120434_29120985,zpld1a
chr10_29121478_29121683,zpld1a
chr10_29137554_29138777,picalma
chr10_29235989_29237018,ccdc83
chr10_29271385_29273228,tmem126a
chr10_29273704_29273938,tmem126a
chr10_29339127_29339399,dlg2
chr10_2942415_2943368,oclna
chr10_29744183_29745037,ift46
chr10_29768064_29768635,vps11
chr10_29769490_29771171,hyou1
chr10_29769490_29771171,vps11
chr10_29815354_29817453,h2afx1
chr10_29815354_29817453,hist2h2l
chr10_29831205_29832445,zpr1
chr10_29832616_29832939,zpr1
chr10_29848542_29848853,hspa8
chr10_29849018_29850316,hspa8
chr10_29854177_29855856,jhy
chr10_29892170_29892973,bsx
chr10_29903004_29903419,lim2.1
chr10_29963266_29964179,ntm
chr10_301945_303199,emsy
chr10_30784856_30785539,opcml
chr10_309241_310132,wu:fj39h09
chr10_3110372_3110662,ckmt2a
chr10_3111420_3111693,ckmt2a
chr10_31175651_31176684,pknox2
chr10_31222460_31223419,tmem218
chr10_31440336_31441160,robo3
chr10_3145282_3147333,hic2
chr10_31562577_31563291,robo3
chr10_31645515_31646160,esama
chr10_31782479_31783082,fez1
chr10_31804732_31806034,vps26bl
chr10_31808698_31809843,foxo1b
chr10_31950883_31951626,lhfpl6
chr10_32058297_32059388,thap12a
chr10_32103935_32104798,wnt11r
chr10_322128_322965,akt2l
chr10_32493438_32494589,uvrag
chr10_32494882_32495103,uvrag
chr10_32523706_32524406,dgat2
chr10_32558566_32558833,mogat2
chr10_3257778_3258012,pi4kaa
chr10_32610564_32610964,mogat2
chr10_32611723_32612187,mogat2
chr10_32660078_32660871,atg101
chr10_32663027_32664124,rad51c
chr10_32682823_32683574,ppm1e
chr10_32877119_32877506,rabgef1
chr10_32889605_32890763,kctd7
chr10_3294317_3295320,slc25a1b
chr10_3299476_3300364,zgc:56235
chr10_33171415_33171998,myl10
chr10_33251006_33251943,bcl7ba
chr10_33264958_33265880,tbl2
chr10_3331686_3332558,tor4aa
chr10_3336611_3337170,brap
chr10_33379058_33379901,ska2
chr10_33382779_33383388,mdh2
chr10_33392984_33393226,zgc:153345
chr10_33393453_33394457,zgc:153345
chr10_33573708_33574362,cfap298
chr10_33625793_33626497,b3glctb
chr10_33754340_33755240,rxfp2a
chr10_34000954_34002349,zar1l
chr10_34002520_34002824,zar1l
chr10_34032548_34033635,rfc3
chr10_3415676_3417093,ddx55
chr10_342084_342869,vaspa
chr10_3426899_3428655,ptpn11a
chr10_3426899_3428655,tmed2
chr10_34425867_34427142,nbeaa
chr10_346148_346784,zgc:171929
chr10_34906371_34907736,sparta
chr10_34907999_34908430,sparta
chr10_34914994_34915970,ccna1
chr10_34957555_34957998,rfxap
chr10_34958306_34959158,rfxap
chr10_34980046_34981095,smad9
chr10_35002033_35003066,alg5
chr10_35002033_35003066,exosc8
chr10_35108295_35108938,zgc:110006
chr10_35149028_35149924,ripk4
chr10_35152427_35153264,nsun5
chr10_35185326_35186504,pom121
chr10_3519758_3520779,pla2g3
chr10_35257008_35257813,styxl1
chr10_35264659_35265577,tmem120a
chr10_35275400_35276632,pora
chr10_35410500_35410699,gabrr3a
chr10_35416242_35417530,hhla2a.1
chr10_35445627_35445988,hhla2a.2
chr10_35446640_35447132,hhla2a.2
chr10_35553696_35554779,zdhhc20a
chr10_35644599_35645004,mir212-2
chr10_35668103_35668938,ovca2
chr10_36025986_36027843,hmgb1a
chr10_36037499_36038592,katnal1
chr10_36091359_36091682,smyd4
chr10_36092133_36092895,smyd4
chr10_36183655_36184087,or108-2
chr10_36196834_36198121,si:ch211-215a9.5
chr10_36220363_36220623,or109-7
chr10_36225949_36226471,or109-5
chr10_36253031_36253866,or110-2
chr10_36327853_36328189,or106-2
chr10_36348226_36348605,or104-2
chr10_36354542_36354800,or104-1
chr10_36405684_36406544,ubl3a
chr10_36438896_36439754,uspl1
chr10_36457518_36458631,alox5ap
chr10_36546168_36547275,nipblb
chr10_36547629_36547872,nipblb
chr10_36591131_36591633,slc1a3b
chr10_36592253_36592672,slc1a3b
chr10_36662184_36663416,ucp2
chr10_36681753_36682620,dnajb13
chr10_36683193_36683404,dnajb13
chr10_36691278_36691814,mrpl48
chr10_36695035_36695961,rab6a
chr10_36792523_36793592,dhrs13a.2
chr10_36807186_36808247,dhrs13a.1
chr10_37144763_37145090,cuedc1a
chr10_37499755_37501048,msi2a
chr10_37926880_37927616,bhlha9
chr10_38052530_38053084,mir125b-3
chr10_38072031_38072444,mirlet7c-2
chr10_38242920_38243749,usp25
chr10_38417361_38418016,samsn1b
chr10_38511515_38512894,serpinh1a
chr10_38526060_38527033,acer3
chr10_38593157_38593356,mmp13a
chr10_38593654_38593854,mmp13a
chr10_38643129_38643779,mmp30
chr10_38663258_38664687,acat1
chr10_38707602_38707984,tmprss2
chr10_38775155_38775928,dscama
chr10_39010762_39011835,pcp4a
chr10_39130319_39131059,rps25
chr10_39153419_39154766,slc37a4b
chr10_39199533_39199919,ei24
chr10_39211980_39213208,stt3a
chr10_39248465_39249548,foxred1
chr10_39281179_39281404,cry5
chr10_39281945_39282171,cry5
chr10_39283514_39284659,dcps
chr10_39303909_39304466,kcnj1b
chr10_39893324_39893856,smfn
chr10_40283350_40284411,git2b
chr10_4045769_4047590,pitpnb
chr10_40791935_40792696,zgc:113625
chr10_40818956_40820647,zgc:113625
chr10_40825592_40827310,pcna
chr10_40836096_40837082,trim69
chr10_40938945_40939730,bmp1b
chr10_40963988_40964711,npffr1l1
chr10_41158796_41159845,anxa4
chr10_41199019_41199296,adrb3b
chr10_41199484_41199683,adrb3b
chr10_41252383_41252949,prlhr2b
chr10_41302176_41302988,brf2
chr10_41303142_41303708,brf2
chr10_41399477_41400690,gpat4
chr10_41449846_41450789,cabp1b
chr10_41451298_41451504,cabp1b
chr10_41765493_41766759,rnf34b
chr10_41913591_41914844,orai1b
chr10_41939519_41940449,morn3
chr10_41945698_41946138,tmem120b
chr10_42038974_42039304,car15
chr10_42039792_42039995,car15
chr10_42086357_42087452,dgcr2
chr10_42107135_42108271,ess2
chr10_42130738_42131542,stambpa
chr10_42132235_42132439,stambpa
chr10_42146353_42147654,dusp11
chr10_42297150_42298078,tcf7l1a
chr10_42357327_42357560,dbnla
chr10_42357755_42358131,dbnla
chr10_42358257_42358530,dbnla
chr10_42374386_42375447,zgc:86599
chr10_4240551_4240983,plppr1
chr10_42519394_42520056,march5l
chr10_42521264_42522626,actr1
chr10_42541785_42542981,kctd9b
chr10_42589226_42589862,fgfr1b
chr10_42759043_42760989,zgc:100918
chr10_42775342_42776579,wdr45
chr10_42898098_42899118,zcchc9
chr10_43036697_43037452,atg10
chr10_43116575_43116862,tmem167a
chr10_43117166_43117963,tmem167a
chr10_43117166_43117963,xrcc4
chr10_43188156_43188611,vcanb
chr10_43535062_43536566,mir9-2
chr10_43654923_43656313,mef2ca
chr10_43720683_43721746,cetn3
chr10_43770849_43771615,arrdc3b
chr10_43795932_43796197,nr2f1b
chr10_43796611_43797741,nr2f1b
chr10_43963427_43964194,sept5b
chr10_43993799_43994789,cldn5b
chr10_44016816_44017730,acads
chr10_44027272_44027710,crybb1
chr10_44041606_44042372,cryba4
chr10_44055485_44056521,grk3
chr10_44056665_44057563,grk3
chr10_44356612_44358358,sbno1
chr10_44362572_44363641,kmt5aa
chr10_44372817_44374261,snrnp35
chr10_44389046_44390508,rilpl1
chr10_44436949_44437187,denr
chr10_44448867_44449095,hcar1-2
chr10_44457225_44457511,hcar1-1
chr10_44466687_44467400,ccdc62
chr10_44560180_44560516,npm2b
chr10_44677544_44677762,tpst2
chr10_44691480_44693275,ubc
chr10_44699440_44700179,scarb1
chr10_44787913_44788647,tacr1b
chr10_44902893_44903998,zgc:114173
chr10_4492121_4492332,mir430a-1
chr10_44923472_44924729,tuba7l
chr10_4492810_4493107,mir430a-1
chr10_4493147_4493854,mir430a-1
chr10_44955079_44955820,il1b
chr10_44956366_44956681,il1b
chr10_44979929_44981472,purbb
chr10_44984634_44984994,h2afvb
chr10_45001808_45002411,ved
chr10_45028544_45029867,polm
chr10_45031189_45031927,gnsb
chr10_45058394_45059021,mrps24
chr10_45058394_45059021,nudcd3
chr10_45059571_45060296,nudcd3
chr10_45344933_45346149,ppiab
chr10_4717705_4719424,palm2-akap2
chr10_4874494_4875317,palm2-akap2
chr10_4961191_4963072,snx30
chr10_4964367_4964617,lyrm7
chr10_4979250_4980271,mat2al
chr10_4980679_4981312,mat2al
chr10_4987262_4988109,si:ch73-234b20.5
chr10_5016140_5017384,hnrnpd
chr10_5023918_5024663,hnrnpdl
chr10_5025277_5026068,hnrnpdl
chr10_5135128_5136041,sec31a
chr10_5135128_5136041,zgc:113274
chr10_5136660_5137288,zgc:113274
chr10_5158894_5160041,cdc42se2
chr10_518029_518829,npffr1l3
chr10_5233536_5234701,sptlc1
chr10_5413028_5413536,nfil3
chr10_5413964_5415823,nfil3
chr10_5422080_5422990,auh
chr10_5581177_5581578,syk
chr10_5685023_5685321,st8sia4
chr10_573139_574281,smad4a
chr10_5820951_5821960,il6st
chr10_589255_589619,zgc:173602
chr10_6012715_6013346,hmgcs1
chr10_6121326_6122674,tln1
chr10_6317948_6318449,tpm2
chr10_6382811_6384357,zgc:114200
chr10_640330_641851,rfx3
chr10_6493226_6494243,dcp2
chr10_6495749_6496899,reep5
chr10_6586997_6588967,chd1
chr10_6774557_6775511,zgc:194281
chr10_6883315_6883704,ddx4
chr10_6883843_6884798,ddx4
chr10_689776_690411,glis3
chr10_6906519_6908190,slc38a9
chr10_7254966_7255879,fut10
chr10_7386011_7386605,nrg1
chr10_73883_77393,dyrk1aa
chr10_73883_77393,vps26c
chr10_7471621_7472597,nrg1
chr10_7592525_7593714,ppp2cb
chr10_7636169_7637122,hint1
chr10_7636169_7637122,ubxn8
chr10_7670663_7671601,fam136a
chr10_7670663_7671601,pcyox1
chr10_7671909_7672167,fam136a
chr10_7701533_7702157,gmcl1
chr10_7702682_7703453,gmcl1
chr10_7733675_7734724,snx24
chr10_7819943_7821999,mat2aa
chr10_7908991_7909998,slc35e4
chr10_7987544_7988556,ewsr1a
chr10_7989259_7989518,ewsr1a
chr10_8079709_8079908,zgc:173443
chr10_8090448_8091698,sub1a
chr10_8152216_8152956,mcidas
chr10_8196718_8198164,mtrex
chr10_8401538_8402289,hvcn1
chr10_8628559_8630030,aplnrb
chr10_8656049_8657104,pmaip1
chr10_8680313_8681145,isl1l
chr10_883017_883929,unc5c
chr10_8967909_8968409,fstb
chr10_9092622_9093485,snx18b
chr10_9194673_9195599,antxr2b
chr10_9222171_9222806,paqr3b
chr10_9269102_9269829,anxa3b
chr10_9270169_9270767,anxa3b
chr10_9345822_9346536,mrrf
chr10_9345822_9346536,rbm18
chr10_9372491_9373037,lhx6
chr10_9409750_9410666,morn5
chr10_9409750_9410666,ndufa8
chr10_9550010_9550415,si:ch211-243g18.2
chr11_1024328_1024596,slc6a1b
chr11_10455695_10456607,ect2
chr11_10540996_10541195,b3gnt5a
chr11_105793_107512,elmo2
chr11_10850000_10851428,psmd14
chr11_1088181_1088708,LOC100003140
chr11_11200979_11201218,myom2a
chr11_11267538_11268985,lgsn
chr11_11267538_11268985,ptp4a1
chr11_11300720_11301548,col9a1a
chr11_11330608_11331304,mrpl4
chr11_11336097_11337411,zgc:77929
chr11_11457787_11458267,krt93
chr11_11459111_11459476,krt93
chr11_11470950_11471773,krt94
chr11_11503824_11504389,krt98
chr11_11518084_11519098,krt15
chr11_11606_12970,myg1
chr11_11719278_11720271,jupa
chr11_11792382_11792988,cdc6
chr11_11974394_11975347,zgc:64002
chr11_12007287_12008265,sp2
chr11_12049946_12051787,socs7
chr11_12052180_12052828,socs7
chr11_12104049_12105042,mrpl45
chr11_12157467_12158550,npepps
chr11_12158941_12159177,npepps
chr11_12198488_12198848,krt95
chr11_12199782_12199992,krt95
chr11_12719450_12720937,ap1s2
chr11_12743757_12745152,rbb4l
chr11_12801573_12802348,txlng
chr11_12802570_12802778,txlng
chr11_12811514_12812319,rtel1
chr11_128464_129424,arfgap1
chr11_12859852_12861411,zgpat
chr11_1290922_1291730,atp2b2
chr11_12997907_12998914,chrna4b
chr11_13040905_13041886,btf3l4
chr11_13125965_13127244,elovl1b
chr11_13151533_13152492,elovl1b
chr11_13166629_13167129,mob3c
chr11_13175938_13177862,mknk1
chr11_13207517_13209160,atp5f1b
chr11_13423330_13423595,homer3b
chr11_13423880_13424993,homer3b
chr11_13527692_13529032,arrdc2
chr11_13610868_13611179,si:ch211-1a19.2
chr11_13618347_13618799,sid1
chr11_13641554_13642479,wdr18
chr11_1392070_1394314,iars
chr11_1400128_1401472,rpl29
chr11_14103897_14104966,med16
chr11_141300_141658,cdk4
chr11_141300_141658,zgc:172352
chr11_142007_142206,cdk4
chr11_14320673_14321295,ptbp1b
chr11_14342684_14343939,si:ch211-262i1.6
chr11_14812208_14813219,sgta
chr11_15000850_15001985,elavl1b
chr11_1509233_1509831,phactr3b
chr11_1512215_1513071,acot8
chr11_1521839_1523079,srsf6b
chr11_15296443_15297436,rpn2
chr11_1532574_1534180,ift52
chr11_15435409_15435608,ghrh
chr11_15480146_15480849,cdk5rap1
chr11_1550607_1552499,mybl2b
chr11_15612937_15613974,gdf11
chr11_15874476_15875158,rap1ab
chr11_15877869_15878719,pank4
chr11_15931063_15931301,draxin
chr11_16020473_16021523,zgc:173544
chr11_16040383_16040611,agtrap
chr11_16070270_16070749,ctbs
chr11_16115312_16116075,rpf1
chr11_16151500_16153499,arpc4l
chr11_16151500_16153499,tada3l
chr11_16164941_16165157,hmces
chr11_16165677_16166730,hmces
chr11_16213886_16215344,rab7a
chr11_16216629_16217083,slc25a26
chr11_16574350_16575264,kbtbd8
chr11_17713399_17714238,tafa4b
chr11_17782213_17783029,tmf1
chr11_17783692_17783994,tmf1
chr11_17802216_17803206,uba3
chr11_17803523_17803765,uba3
chr11_17963940_17964875,cishb
chr11_17981219_17981450,twf2b
chr11_17984031_17984802,rpusd4
chr11_18215967_18216996,tmcc1b
chr11_18252821_18253171,mustn1b
chr11_18282512_18283779,stimate
chr11_18383882_18384635,prkcdb
chr11_18384971_18385487,prkcdb
chr11_18555717_18557587,dido1
chr11_18704425_18705622,id1
chr11_18818448_18819346,zgc:175264
chr11_18872556_18873875,magi1b
chr11_19097485_19097815,rhol
chr11_19098553_19098878,rhol
chr11_19157589_19158328,adamts9
chr11_19158955_19159923,adamts9
chr11_19433532_19434756,prickle2b
chr11_19501965_19502876,psmd6
chr11_19501965_19502876,slc2a9l1
chr11_19602871_19603389,thoc7
chr11_19773931_19775391,namptb
chr11_19947855_19948550,fezf2
chr11_20029706_20030458,fezf2
chr11_20055549_20056108,fezf2
chr11_20056533_20058094,fezf2
chr11_20061489_20062336,fezf2
chr11_20370842_20371727,cdh4
chr11_2061235_2061822,mir196c
chr11_2061235_2061822,rargb
chr11_2063345_2064028,rargb
chr11_2087797_2088920,rargb
chr11_20898629_20899250,zgc:162182
chr11_21014470_21014669,slc6a14
chr11_21015553_21015897,slc6a14
chr11_21031639_21032444,fmoda
chr11_21049665_21050007,zgc:113307
chr11_21096108_21096954,il19l
chr11_21138057_21138655,il10
chr11_21216721_21218287,mapkapk2a
chr11_21266598_21267720,dyrk3
chr11_2132903_2133780,rargb
chr11_2139304_2139682,hoxc6b
chr11_2139304_2139682,mir196c
chr11_21403575_21404369,ikbke
chr11_2155136_2155348,hoxc13b
chr11_2156092_2156908,hoxc13b
chr11_21584779_21585689,zgc:101564
chr11_21585995_21586850,zgc:101564
chr11_2171905_2172916,hoxc12b
chr11_2189610_2190043,mir196c
chr11_2190397_2191003,hoxc6b
chr11_2190397_2191003,mir196c
chr11_21909971_21910841,foxp4
chr11_2198421_2199262,hoxc6b
chr11_2200640_2200942,mir196c
chr11_2202395_2203553,hoxc6b
chr11_2202395_2203553,mir196c
chr11_2207093_2207769,hoxc6b
chr11_2207093_2207769,mir196c
chr11_22311904_22312200,tfeb
chr11_22371379_22372238,tmem183a
chr11_22372465_22372691,tmem183a
chr11_22374267_22375012,ppfia4
chr11_2249537_2251005,hnrnpa1a
chr11_22578688_22579298,myog
chr11_22597673_22598032,myog
chr11_22598839_22599747,myog
chr11_22608905_22609199,myog
chr11_22611725_22612036,myog
chr11_22622732_22623618,si:ch211-86h15.1
chr11_22915745_22917369,mdm4
chr11_23079320_23081160,atp2b4
chr11_23218969_23219669,optc
chr11_23263814_23264499,csf1a
chr11_23264942_23265276,csf1a
chr11_23321958_23323086,kiss1
chr11_235836_237346,dusp7
chr11_23810004_23810227,nfasca
chr11_2391493_2392056,igfbp6a
chr11_23931870_23932171,cntn2
chr11_23932440_23933693,cntn2
chr11_24033953_24034891,zc3h11a
chr11_24045286_24045967,maf1
chr11_24046105_24046501,maf1
chr11_24063053_24064361,trib3
chr11_2416007_2416866,ube2v1
chr11_24191660_24192149,sox12
chr11_24289917_24290138,pnp4a
chr11_24312989_24314528,rem1
chr11_24339129_24340134,rbm39a
chr11_24346540_24347804,si:ch211-15p9.2
chr11_24348119_24348747,nfs1
chr11_24348119_24348747,si:ch211-15p9.2
chr11_24427491_24428653,dvl1b
chr11_24458526_24458950,mxra8a
chr11_2455884_2456825,slc2a10
chr11_2457871_2458805,tp53rk
chr11_24729240_24729495,inavab
chr11_24757892_24758346,rnpep
chr11_24758516_24759549,rnpep
chr11_24785734_24786725,cyb5r1
chr11_24799596_24800731,adipor1a
chr11_24815443_24816726,rabif
chr11_24850484_24850726,ipo9
chr11_24851189_24852060,ipo9
chr11_24899358_24899575,timm17a
chr11_24899848_24900624,timm17a
chr11_24906071_24906715,sulf2a
chr11_24907086_24907309,sulf2a
chr11_24993994_24995099,zgc:92107
chr11_2506398_2507154,dgkab
chr11_25064090_25064873,ndrg3a
chr11_25157077_25158014,trpc4apa
chr11_25213102_25213667,myh7ba
chr11_25213902_25214101,myh7ba
chr11_25256689_25257664,snai1a
chr11_25259566_25260797,tp53inp2
chr11_25295917_25297404,top1l
chr11_25327789_25328737,fam83d
chr11_25351457_25351815,gata1a
chr11_25382986_25384350,mafbb
chr11_25403030_25404297,adnpa
chr11_25418704_25418963,gata1a
chr11_25429568_25429926,si:dkey-13a21.4
chr11_25430679_25430933,si:dkey-13a21.4
chr11_25472213_25472721,opn1sw2
chr11_25480660_25481007,opn1lw2
chr11_2548443_2549286,cnpy2
chr11_25485353_25486132,gnl3l
chr11_2549875_2550132,cnpy2
chr11_2554318_2555732,zgc:113184
chr11_25595496_25596138,ccdc120
chr11_25618600_25620167,comtb
chr11_25633139_25634485,grm6b
chr11_25680360_25682133,otud5b
chr11_25828477_25829936,skib
chr11_25852364_25853402,tmem51b
chr11_2593268_2594142,nab2
chr11_26039918_26041351,kaznb
chr11_2632266_2632988,zgc:193807
chr11_2633613_2633812,zgc:193807
chr11_26361142_26362436,foxj3
chr11_26362977_26363560,ppcs
chr11_26375068_26376968,cpne1
chr11_26375068_26376968,utp3
chr11_26379968_26380328,rbm12
chr11_26576498_26576878,st3gal8
