peak_id,gene_short_name
chr10_21558554_21558842,pcdh1a3
chr10_21559376_21559612,pcdh1a3
chr10_21563793_21564009,pcdh1a4
chr10_21576384_21578064,pcdh1a6
chr10_21656369_21656679,pcdh1g2
chr10_21660233_21660726,pcdh1g3
chr10_21676751_21676955,pcdh1gb2
chr10_21700844_21701159,pcdh1g9
chr10_21701401_21701815,pcdh1g9
chr10_21707379_21707621,pcdh1g11
chr10_21708091_21708819,pcdh1g11
chr10_21717539_21717779,pcdh1gb9
chr10_21718119_21718642,pcdh1gb9
chr10_21737527_21737782,pcdh1g18
chr10_21775947_21776238,pcdh1g22
chr10_21776761_21777050,pcdh1g22
chr10_21783067_21783282,pcdh1g33
chr10_21786344_21786595,pcdh1g26
chr10_21789689_21789902,pcdh1gc5
chr10_21793292_21793761,pcdh1gc6
chr10_21796980_21797233,pcdh1g29
chr10_21800713_21801000,pcdh1g30
chr10_21806464_21806722,pcdh1g32
chr10_21807003_21807568,pcdh1g32
chr10_21866323_21867007,cbln17
chr10_21867122_21867696,cbln17
chr10_22003300_22003785,kcnip1b
chr10_22012185_22013174,kcnip1b
chr10_22033568_22035202,npm1a
chr10_22171_23255,riox2
chr10_22380864_22381561,nlgn2b
chr10_22382007_22382304,nlgn2b
chr10_22505665_22506264,zgc:172339
chr10_22723439_22724501,kdm6bb
chr10_22770698_22771394,tmem88a
chr10_22771910_22772173,tmem88a
chr10_22781773_22781984,si:ch211-237l4.6
chr10_22782441_22782774,si:ch211-237l4.6
chr10_22803499_22803881,pcolcea
chr10_22804316_22804580,pcolcea
chr10_22845277_22846246,vamp2
chr10_22854250_22854934,and3
chr10_22854250_22854934,ap4m1
chr10_22889847_22890285,arrb2a
chr10_22890950_22891840,arrb2a
chr10_22911734_22912424,med11
chr10_22917651_22918834,rnasekb
chr10_22917651_22918834,zgc:103508
chr10_23060053_23060991,slc25a1a
chr10_23099365_23100340,nle1
chr10_23908467_23909559,cadm2a
chr10_24391581_24391935,slc43a2b
chr10_24392460_24393059,slc43a2b
chr10_24421584_24422349,paxbp1
chr10_24648076_24648314,stoml3b
chr10_24659000_24660253,vps36
chr10_24690486_24690835,tpte
chr10_24723777_24724505,smpd1
chr10_24758881_24759776,ilk
chr10_24760137_24760450,ilk
chr10_24765479_24766076,timm10b
chr10_24766342_24767059,timm10b
chr10_25028259_25028545,cd209
chr10_25068878_25069327,mtnr1bb
chr10_25204604_25205599,chordc1b
chr10_25327789_25328973,tmem135
chr10_25342243_25343121,cct8
chr10_25369409_25370709,bach1b
chr10_25698728_25699796,sod1
chr10_2581562_2582770,nxnl2
chr10_25851372_25853200,trpc4a
chr10_25947645_25948267,ufm1
chr10_25982168_25982851,frem2a
chr10_26117413_26118903,trim47
chr10_26163284_26164302,trim3b
chr10_26202402_26202693,fhdc3
chr10_26224627_26225744,arfip2b
chr10_26515738_26516439,synj1
chr10_26570855_26571559,slc9a6b
chr10_26597662_26598130,fhl1b
chr10_26652557_26653162,htatsf1
chr10_26688992_26689614,tmtops3b
chr10_26737522_26737763,fgf13b
chr10_26737963_26738181,fgf13b
chr10_26743783_26744258,fgf13b
chr10_26747138_26747416,f9b
chr10_2681431_2682542,pdxp
chr10_2682957_2683268,pdxp
chr10_26926313_26926959,rab1bb
chr10_26972022_26972249,tm7sf2
chr10_26972365_26972927,tm7sf2
chr10_26984919_26985378,znhit2
chr10_26989228_26990383,faub
chr10_27008784_27009590,uqcc3
chr10_27046209_27046896,cnih2
chr10_27052146_27053202,wdr74
chr10_27062496_27063438,mir194a
chr10_27068074_27069889,ehd1b
chr10_27095547_27096212,cxadr
chr10_2712592_2713480,mier3a
chr10_2788391_2788881,ash2l
chr10_2798874_2799388,pnx
chr10_28028233_28029145,ints2
chr10_28029847_28030049,ints2
chr10_2806337_2807400,aebp1
chr10_28116923_28117990,med13a
chr10_28159927_28160374,rnft1
chr10_28198536_28199441,mir21-1
chr10_28306437_28306906,ptrh2
chr10_28368404_28369592,cltca
chr10_28380521_28381075,btg3
chr10_28381637_28381881,btg3
chr10_2840347_2840584,ykt6
chr10_2841008_2841706,ykt6
chr10_2875445_2876315,ddx56
chr10_2876644_2876910,ddx56
chr10_28834981_28835930,alcama
chr10_29120447_29120973,zpld1a
chr10_29121394_29121614,zpld1a
chr10_29137550_29138676,picalma
chr10_29235989_29236994,ccdc83
chr10_29271397_29273223,tmem126a
chr10_29273537_29273883,tmem126a
chr10_29339120_29339402,dlg2
chr10_2942796_2943362,oclna
chr10_29744379_29745018,ift46
chr10_29768217_29768613,vps11
chr10_29769673_29770480,hyou1
chr10_29815801_29817198,h2afx1
chr10_29815801_29817198,hist2h2l
chr10_29831442_29832784,zpr1
chr10_29848663_29849636,hspa8
chr10_29854491_29854784,jhy
chr10_29855074_29855831,jhy
chr10_29892189_29892944,bsx
chr10_29902990_29903428,lim2.1
chr10_29963381_29963990,ntm
chr10_301980_303213,emsy
chr10_30784827_30785502,opcml
chr10_309372_310088,wu:fj39h09
chr10_31175887_31176643,pknox2
chr10_31222470_31223282,tmem218
chr10_31440380_31441131,robo3
chr10_3145280_3146259,hic2
chr10_31562587_31563321,robo3
chr10_31645431_31645908,esama
chr10_31782447_31783149,fez1
chr10_31805215_31806039,vps26bl
chr10_31808836_31809795,foxo1b
chr10_31950914_31951514,lhfpl6
chr10_32058210_32059408,thap12a
chr10_32103985_32104473,wnt11r
chr10_322175_322957,akt2l
chr10_32493453_32494559,uvrag
chr10_32523904_32524381,dgat2
chr10_32524996_32525553,dgat2
chr10_32558658_32558938,mogat2
chr10_3257764_3258093,pi4kaa
chr10_32610687_32610915,mogat2
chr10_32660166_32660847,atg101
chr10_32663024_32664114,rad51c
chr10_32682825_32683518,ppm1e
chr10_32877075_32877618,rabgef1
chr10_32889627_32890722,kctd7
chr10_3294489_3295302,slc25a1b
chr10_3297344_3298895,zgc:56235
chr10_3299513_3300235,zgc:56235
chr10_33171427_33171934,myl10
chr10_33251153_33251923,bcl7ba
chr10_33264972_33265838,tbl2
chr10_3331706_3332552,tor4aa
chr10_3336646_3337121,brap
chr10_33378735_33379879,ska2
chr10_33382785_33383224,mdh2
chr10_33393544_33394073,zgc:153345
chr10_33573708_33574292,cfap298
chr10_33625889_33626436,b3glctb
chr10_33754458_33754953,rxfp2a
chr10_34032733_34033627,rfc3
chr10_3415697_3416715,ddx55
chr10_3426899_3428301,ptpn11a
chr10_3426899_3428301,tmed2
chr10_34425947_34426798,nbeaa
chr10_346205_346752,zgc:171929
chr10_34907009_34907451,sparta
chr10_34908217_34908431,sparta
chr10_34957526_34957743,rfxap
chr10_34958365_34959144,rfxap
chr10_34980633_34981046,smad9
chr10_35002315_35002901,alg5
chr10_35002315_35002901,exosc8
chr10_35108218_35108933,zgc:110006
chr10_35149429_35149647,ripk4
chr10_35152537_35153076,nsun5
chr10_35185368_35186490,pom121
chr10_3519864_3520247,pla2g3
chr10_35257164_35257786,styxl1
chr10_35264683_35265441,tmem120a
chr10_35275401_35276317,pora
chr10_35410321_35410654,gabrr3a
chr10_35416302_35417444,hhla2a.1
chr10_35445491_35445965,hhla2a.2
chr10_35446668_35447142,hhla2a.2
chr10_35553750_35554554,zdhhc20a
chr10_35644505_35645124,mir212-2
chr10_35653952_35654284,mir2184
chr10_35668117_35668922,ovca2
chr10_35669547_35670210,ovca2
chr10_36026088_36027820,hmgb1a
chr10_36037639_36038576,katnal1
chr10_36092282_36092744,smyd4
chr10_36150977_36151189,waif2
chr10_36184731_36185000,or108-2
chr10_36196957_36198088,si:ch211-215a9.5
chr10_36222117_36223003,or109-6
chr10_36225904_36226827,or109-5
chr10_36244637_36245017,or109-1
chr10_36254371_36254621,or110-2
chr10_36272561_36272794,or106-11
chr10_36284937_36285931,or106-9
chr10_36299919_36300448,or106-7
chr10_36348334_36348926,or104-2
chr10_36354172_36354408,or104-1
chr10_36354669_36354957,or104-1
chr10_36405694_36406572,ubl3a
chr10_36439041_36439435,uspl1
chr10_36458266_36458679,alox5ap
chr10_36546183_36547275,nipblb
chr10_36591234_36591657,slc1a3b
chr10_36592405_36592672,slc1a3b
chr10_36650080_36650279,ucp3
chr10_36662181_36663345,ucp2
chr10_36681877_36682593,dnajb13
chr10_36683212_36683573,dnajb13
chr10_36691372_36691787,mrpl48
chr10_36695051_36695931,rab6a
chr10_36792571_36793537,dhrs13a.2
chr10_36807280_36808229,dhrs13a.1
chr10_37144619_37145423,cuedc1a
chr10_37499754_37500987,msi2a
chr10_37926787_37927307,bhlha9
chr10_38052183_38052589,mir125b-3
chr10_38072078_38072527,mirlet7c-2
chr10_38074108_38074446,mir99-2
chr10_38242923_38243744,usp25
chr10_38416007_38416888,samsn1b
chr10_38417379_38417578,samsn1b
chr10_38511664_38512883,serpinh1a
chr10_38526082_38527011,acer3
chr10_38592691_38593334,mmp13a
chr10_38593586_38593870,mmp13a
chr10_38643293_38643612,mmp30
chr10_38663514_38664281,acat1
chr10_38707582_38707781,tmprss2
chr10_38775157_38775903,dscama
chr10_39010938_39011753,pcp4a
chr10_39130340_39131055,rps25
chr10_39153785_39154748,slc37a4b
chr10_39199304_39199921,ei24
chr10_39211777_39212192,stt3a
chr10_39212357_39213047,stt3a
chr10_39248460_39249546,foxred1
chr10_39283517_39284474,dcps
chr10_39303722_39304318,kcnj1b
chr10_39321335_39321647,smtlb
chr10_39893334_39893817,smfn
chr10_40283498_40284282,git2b
chr10_4045774_4046841,pitpnb
chr10_40791867_40792879,zgc:113625
chr10_40819024_40820641,zgc:113625
chr10_40825602_40827268,pcna
chr10_40836210_40837029,trim69
chr10_40938965_40939690,bmp1b
chr10_40963975_40964760,npffr1l1
chr10_41158861_41159879,anxa4
chr10_41198985_41199810,adrb3b
chr10_41252390_41252876,prlhr2b
chr10_41302229_41302968,brf2
chr10_41303306_41303807,brf2
chr10_41399584_41400510,gpat4
chr10_41449902_41450809,cabp1b
chr10_41765606_41766710,rnf34b
chr10_41912642_41913146,orai1b
chr10_41913583_41914663,orai1b
chr10_41939545_41940123,morn3
chr10_41945837_41946133,tmem120b
chr10_42038971_42039448,car15
chr10_42086491_42087452,dgcr2
chr10_42107481_42108254,ess2
chr10_42130860_42131536,stambpa
chr10_42146719_42147565,dusp11
chr10_42297203_42298082,tcf7l1a
chr10_42357237_42357590,dbnla
chr10_42357904_42358459,dbnla
chr10_42374403_42375284,zgc:86599
chr10_4240539_4240993,plppr1
chr10_42462623_42463733,npy8ar
chr10_42519615_42519899,march5l
chr10_42521465_42522518,actr1
chr10_42541830_42542849,kctd9b
chr10_42589241_42589798,fgfr1b
chr10_42684485_42685042,stc1l
chr10_42759166_42760733,zgc:100918
chr10_42775530_42776575,wdr45
chr10_42898135_42899052,zcchc9
chr10_43036596_43037415,atg10
chr10_43117150_43117814,tmem167a
chr10_43117150_43117814,xrcc4
chr10_43188153_43188638,vcanb
chr10_43535228_43536566,mir9-2
chr10_43571137_43571537,mef2ca
chr10_43574391_43575071,mef2ca
chr10_43632037_43632423,mef2ca
chr10_43655339_43656277,mef2ca
chr10_43721012_43721733,cetn3
chr10_43770864_43771616,arrdc3b
chr10_43796576_43797680,nr2f1b
chr10_43963428_43964186,sept5b
chr10_43993801_43994748,cldn5b
chr10_44016807_44017721,acads
chr10_44027045_44027693,crybb1
chr10_44040943_44041275,cryba4
chr10_44041774_44042362,cryba4
chr10_44056793_44057531,grk3
chr10_44338419_44338668,zswim6
chr10_44356711_44358332,sbno1
chr10_44362579_44363599,kmt5aa
chr10_44372937_44373448,snrnp35
chr10_44389394_44389593,rilpl1
chr10_44390128_44390428,rilpl1
chr10_44457187_44457584,hcar1-1
chr10_44677011_44677898,tpst2
chr10_44691629_44692794,ubc
chr10_44699444_44700202,scarb1
chr10_44788229_44788607,tacr1b
chr10_44789207_44790044,tacr1b
chr10_44903059_44903971,zgc:114173
chr10_4492102_4492346,mir430a-1
chr10_44923592_44924699,tuba7l
chr10_4492735_4492943,mir430a-1
chr10_4493285_4493827,mir430a-1
chr10_44956449_44956741,il1b
chr10_44979940_44981476,purbb
chr10_44984658_44984989,h2afvb
chr10_45001828_45002465,ved
chr10_45028539_45029315,polm
chr10_45031212_45031765,gnsb
chr10_45058529_45058981,mrps24
chr10_45058529_45058981,nudcd3
chr10_45059589_45060222,nudcd3
chr10_45345087_45346190,ppiab
chr10_4717740_4718766,palm2-akap2
chr10_4874552_4875298,palm2-akap2
chr10_4961204_4962287,snx30
chr10_4962504_4963064,snx30
chr10_4964396_4964595,lyrm7
chr10_4979732_4980209,mat2al
chr10_4980682_4981291,mat2al
chr10_4987394_4987965,si:ch73-234b20.5
chr10_5016174_5017169,hnrnpd
chr10_5017381_5017584,hnrnpd
chr10_5023842_5024643,hnrnpdl
chr10_5025281_5026018,hnrnpdl
chr10_5135271_5135995,sec31a
chr10_5135271_5135995,zgc:113274
chr10_5159021_5159759,cdc42se2
chr10_518187_518663,npffr1l3
chr10_5233922_5234660,sptlc1
chr10_5413245_5413517,nfil3
chr10_5413967_5415696,nfil3
chr10_5422104_5422889,auh
chr10_5580955_5581570,syk
chr10_5685130_5685401,st8sia4
chr10_572491_572695,smad4a
chr10_573170_574221,smad4a
chr10_5820982_5821953,il6st
chr10_588192_588540,zgc:173602
chr10_589260_589655,zgc:173602
chr10_6012848_6013203,hmgcs1
chr10_6121339_6122596,tln1
chr10_6317826_6318358,tpm2
chr10_6382824_6383739,zgc:114200
chr10_640360_641822,rfx3
chr10_6493267_6494243,dcp2
chr10_6496063_6496785,reep5
chr10_6587318_6588922,chd1
chr10_6774557_6775489,zgc:194281
chr10_6883163_6883406,ddx4
chr10_6883909_6884223,ddx4
chr10_689808_690371,glis3
chr10_6906550_6906967,slc38a9
chr10_6907112_6907798,slc38a9
chr10_7254486_7254799,fut10
chr10_7255164_7255757,fut10
chr10_7386082_7386580,nrg1
chr10_73995_77019,dyrk1aa
chr10_73995_77019,vps26c
chr10_7471641_7472570,nrg1
chr10_7548734_7549624,ewsr1a
chr10_7592536_7593667,ppp2cb
chr10_7636191_7637122,hint1
chr10_7636191_7637122,ubxn8
chr10_7670687_7671565,fam136a
chr10_7670687_7671565,pcyox1
chr10_7671885_7672211,fam136a
chr10_7701707_7702162,gmcl1
chr10_7702991_7703378,gmcl1
chr10_7733801_7734678,snx24
chr10_7819943_7821977,mat2aa
chr10_7908999_7909959,slc35e4
chr10_7987697_7988540,ewsr1a
chr10_7989285_7989517,ewsr1a
chr10_8090632_8091501,sub1a
chr10_8196754_8197313,mtrex
chr10_8197502_8198098,mtrex
chr10_8401616_8402214,hvcn1
chr10_8629060_8629893,aplnrb
chr10_8656102_8657063,pmaip1
chr10_8680483_8681055,isl1l
chr10_882999_883625,unc5c
chr10_8968043_8968356,fstb
chr10_9092648_9093448,snx18b
chr10_9194682_9195480,antxr2b
chr10_9222230_9222790,paqr3b
chr10_9269124_9269829,anxa3b
chr10_9270211_9270614,anxa3b
chr10_9345834_9346505,mrrf
chr10_9345834_9346505,rbm18
chr10_9372491_9372798,lhx6
chr10_9409797_9410632,morn5
chr10_9409797_9410632,ndufa8
chr10_9550134_9550398,si:ch211-243g18.2
chr11_1024247_1024650,slc6a1b
chr11_10455749_10456595,ect2
chr11_10541127_10541336,b3gnt5a
chr11_105825_107480,elmo2
chr11_10850228_10851041,psmd14
chr11_1088424_1088702,LOC100003140
chr11_11201057_11201256,myom2a
chr11_11217062_11217656,myom2a
chr11_11267554_11268953,lgsn
chr11_11267554_11268953,ptp4a1
chr11_11301055_11301495,col9a1a
chr11_11330574_11331276,mrpl4
chr11_11336062_11337372,zgc:77929
chr11_11457579_11458332,krt93
chr11_11459075_11459462,krt93
chr11_11471062_11471698,krt94
chr11_11503889_11504245,krt98
chr11_11517847_11518609,krt15
chr11_11719232_11720099,jupa
chr11_11792265_11792974,cdc6
chr11_11913_12790,myg1
chr11_11974554_11975314,zgc:64002
chr11_12007301_12008231,sp2
chr11_12050116_12051785,socs7
chr11_12052190_12052834,socs7
chr11_12104243_12105042,mrpl45
chr11_12157498_12158533,npepps
chr11_12199748_12199969,krt95
chr11_12718640_12719289,ap1s2
chr11_12719476_12720750,ap1s2
chr11_12743759_12744972,rbb4l
chr11_12801591_12802217,txlng
chr11_12802570_12802781,txlng
chr11_12810841_12811057,rtel1
chr11_12811522_12812317,rtel1
chr11_128491_129343,arfgap1
chr11_12859949_12861254,zgpat
chr11_1291072_1291801,atp2b2
chr11_12998440_12998639,chrna4b
chr11_12998810_12999009,chrna4b
chr11_13040946_13041721,btf3l4
chr11_13126051_13127136,elovl1b
chr11_13127433_13127783,elovl1b
chr11_13151730_13152447,elovl1b
chr11_13166607_13167289,mob3c
chr11_13176081_13177798,mknk1
chr11_13207538_13208891,atp5f1b
chr11_13423986_13424865,homer3b
chr11_13527736_13528966,arrdc2
chr11_13610748_13611223,si:ch211-1a19.2
chr11_13618350_13618809,sid1
chr11_13641618_13642349,wdr18
chr11_1392139_1393968,iars
chr11_1400127_1401148,rpl29
chr11_14103937_14104897,med16
chr11_141316_141770,cdk4
chr11_141316_141770,zgc:172352
chr11_142005_142308,cdk4
chr11_14320717_14321325,ptbp1b
chr11_14342765_14343774,si:ch211-262i1.6
chr11_14812320_14813207,sgta
chr11_15000969_15001856,elavl1b
chr11_1509212_1509836,phactr3b
chr11_1512225_1513033,acot8
chr11_1521987_1523017,srsf6b
chr11_15296458_15297421,rpn2
chr11_1532279_1533399,ift52
chr11_15480302_15480803,cdk5rap1
chr11_1551054_1552457,mybl2b
chr11_15612945_15613997,gdf11
chr11_15874486_15875161,rap1ab
chr11_15878162_15878675,pank4
chr11_15931073_15931287,draxin
chr11_16021127_16021685,zgc:173544
chr11_16040417_16040623,agtrap
chr11_16070307_16070546,ctbs
chr11_16115472_16116038,rpf1
chr11_16151545_16153445,arpc4l
chr11_16151545_16153445,tada3l
chr11_16164934_16165189,hmces
chr11_16165663_16166707,hmces
chr11_16214469_16215338,rab7a
chr11_16216774_16217055,slc25a26
chr11_16574448_16575235,kbtbd8
chr11_17713828_17714145,tafa4b
chr11_17782351_17783027,tmf1
chr11_17783647_17784141,tmf1
chr11_17802267_17803206,uba3
chr11_17803455_17803900,uba3
chr11_17964025_17964832,cishb
chr11_17981171_17981835,twf2b
chr11_17984039_17984732,rpusd4
chr11_18216026_18216943,tmcc1b
chr11_18252789_18253254,mustn1b
chr11_18282674_18283771,stimate
chr11_18384196_18384636,prkcdb
chr11_18385042_18385490,prkcdb
chr11_18555723_18557573,dido1
chr11_18704453_18705588,id1
chr11_18818603_18819315,zgc:175264
chr11_18872571_18873844,magi1b
chr11_19157692_19158306,adamts9
chr11_19158897_19159884,adamts9
chr11_19433562_19434438,prickle2b
chr11_19502068_19502863,psmd6
chr11_19502068_19502863,slc2a9l1
chr11_19602888_19603359,thoc7
chr11_19774268_19775344,namptb
chr11_20029844_20030447,fezf2
chr11_20030675_20032074,fezf2
chr11_20033672_20034417,fezf2
chr11_20055570_20056114,fezf2
chr11_20056574_20057424,fezf2
chr11_20061487_20062323,fezf2
chr11_20370888_20371984,cdh4
chr11_2088361_2088804,rargb
chr11_20898837_20899057,zgc:162182
chr11_21031606_21032421,fmoda
chr11_21049692_21050054,zgc:113307
chr11_21096200_21097050,il19l
chr11_21136944_21137143,il10
chr11_21217438_21218301,mapkapk2a
chr11_21266791_21267720,dyrk3
chr11_21403539_21404161,ikbke
chr11_2156088_2156752,hoxc13b
chr11_21586001_21586447,zgc:101564
chr11_2172068_2172900,hoxc12b
chr11_2189751_2190218,mir196c
chr11_2190397_2190979,mir196c
chr11_21909837_21910693,foxp4
chr11_2198447_2199276,hoxc6b
chr11_2202345_2202893,hoxc6b
chr11_2203065_2203580,hoxc6b
chr11_22311942_22312212,tfeb
chr11_22371416_22372226,tmem183a
chr11_22374281_22374877,ppfia4
chr11_22375233_22375434,ppfia4
chr11_2249687_2250980,hnrnpa1a
chr11_22497605_22498087,myog
chr11_22544212_22544702,myog
chr11_22578710_22579246,myog
chr11_22597678_22598011,myog
chr11_22598928_22599762,myog
chr11_22605802_22606670,myog
chr11_22608939_22609225,myog
chr11_22611756_22612000,myog
chr11_22617960_22618310,myog
chr11_22622946_22623610,si:ch211-86h15.1
chr11_22915661_22916774,mdm4
chr11_22917061_22917287,mdm4
chr11_23079364_23081146,atp2b4
chr11_23219100_23219613,optc
chr11_23263811_23264405,csf1a
chr11_23264935_23265703,csf1a
chr11_23322128_23322327,kiss1
chr11_235857_237353,dusp7
chr11_23809965_23810232,nfasca
chr11_2391429_2391628,igfbp6a
chr11_23931848_23932160,cntn2
chr11_23932468_23933631,cntn2
chr11_24033978_24034870,zc3h11a
chr11_24045339_24046522,maf1
chr11_24063046_24064183,trib3
chr11_2415994_2416822,ube2v1
chr11_24191729_24192129,sox12
chr11_24289073_24289333,pnp4a
chr11_24313811_24314501,rem1
chr11_24339164_24340101,rbm39a
chr11_24347394_24347787,si:ch211-15p9.2
chr11_24348136_24348564,nfs1
chr11_24348136_24348564,si:ch211-15p9.2
chr11_24427494_24428647,dvl1b
chr11_24458526_24458942,mxra8a
chr11_2456009_2456679,slc2a10
chr11_2458000_2458768,tp53rk
chr11_24728645_24729404,inavab
chr11_24757971_24758337,rnpep
chr11_24758531_24759547,rnpep
chr11_24785735_24786559,cyb5r1
chr11_24799640_24800693,adipor1a
chr11_24815496_24815961,rabif
chr11_24816171_24816699,rabif
chr11_24819286_24820138,kdm5ba
chr11_24851233_24852050,ipo9
chr11_24899953_24900593,timm17a
chr11_24906252_24906496,sulf2a
chr11_24993969_24995079,zgc:92107
chr11_25064092_25064885,ndrg3a
chr11_2506499_2507030,dgkab
chr11_2507316_2507632,dgkab
chr11_25157135_25158009,trpc4apa
chr11_25213118_25213664,myh7ba
chr11_25256709_25257664,snai1a
chr11_25259417_25260820,tp53inp2
chr11_25295934_25297399,top1l
chr11_25327771_25328723,fam83d
chr11_25383043_25384356,mafbb
chr11_25403053_25404277,adnpa
chr11_25418721_25419002,gata1a
chr11_25423038_25423338,gata1a
chr11_25425812_25426304,gata1a
chr11_25428822_25429977,si:dkey-13a21.4
chr11_25472325_25472576,opn1sw2
chr11_25485451_25485977,gnl3l
chr11_2548617_2549241,cnpy2
chr11_2549856_2550382,cnpy2
chr11_2554452_2555668,zgc:113184
chr11_25595501_25596114,ccdc120
chr11_25618623_25620146,comtb
chr11_25633508_25634296,grm6b
chr11_25680366_25680596,otud5b
chr11_25680818_25682125,otud5b
chr11_25828506_25829918,skib
chr11_25852786_25853380,tmem51b
chr11_2593385_2594156,nab2
chr11_26039913_26041331,kaznb
chr11_2632308_2632983,zgc:193807
chr11_26361212_26362408,foxj3
chr11_26362987_26363514,ppcs
chr11_26375785_26376573,cpne1
chr11_26375785_26376573,utp3
chr11_26379904_26380731,rbm12
chr11_26576371_26576914,st3gal8
chr11_26603848_26604354,dynlrb1
chr11_26608916_26609887,map1lc3a
chr11_26701122_26702005,acad9
chr11_2687230_2688605,b3galt6
chr11_26954_28949,sp1
chr11_269795_270255,alas1
chr11_2699307_2700294,tmem167b
chr11_2710010_2711032,mapk14b
chr11_271203_271730,alas1
chr11_27133360_27134028,hdac11
chr11_27500389_27501224,wnt7aa
chr11_27537168_27537872,ptpdc1a
chr11_27542920_27543671,barx1
