peak_id,gene_short_name
chr10_32682741_32683582,ppm1e
chr10_32877139_32877454,rabgef1
chr10_32889605_32890781,kctd7
chr10_3294346_3295326,slc25a1b
chr10_3299478_3300414,zgc:56235
chr10_33171002_33171993,myl10
chr10_33251031_33251958,bcl7ba
chr10_33264943_33265893,tbl2
chr10_3331669_3332566,tor4aa
chr10_3336623_3337838,brap
chr10_33378727_33379950,ska2
chr10_33382777_33383712,mdh2
chr10_33392893_33394512,zgc:153345
chr10_33573687_33574376,cfap298
chr10_33625790_33626500,b3glctb
chr10_33754326_33755644,rxfp2a
chr10_34000929_34002342,zar1l
chr10_34032560_34033628,rfc3
chr10_3415407_3417226,ddx55
chr10_342242_342695,vaspa
chr10_3426760_3428789,ptpn11a
chr10_3426760_3428789,tmed2
chr10_34425875_34427176,nbeaa
chr10_345679_346796,zgc:171929
chr10_34772055_34772349,dclk1a
chr10_34906356_34908435,sparta
chr10_34914880_34916032,ccna1
chr10_34957613_34958012,rfxap
chr10_34958218_34959163,rfxap
chr10_34980062_34981089,smad9
chr10_35002038_35003095,alg5
chr10_35002038_35003095,exosc8
chr10_35108300_35108897,zgc:110006
chr10_35148970_35149954,ripk4
chr10_35152405_35153238,nsun5
chr10_35185311_35186501,pom121
chr10_3519710_3520483,pla2g3
chr10_35256998_35257976,styxl1
chr10_35264535_35265596,tmem120a
chr10_35275401_35276626,pora
chr10_35410278_35410686,gabrr3a
chr10_35416251_35417538,hhla2a.1
chr10_35445470_35446014,hhla2a.2
chr10_35446640_35447153,hhla2a.2
chr10_35553340_35554871,zdhhc20a
chr10_35644697_35644957,mir212-2
chr10_35668093_35668958,ovca2
chr10_36025983_36027865,hmgb1a
chr10_36037513_36038618,katnal1
chr10_36091388_36091669,smyd4
chr10_36092261_36093445,smyd4
chr10_36183657_36184249,or108-2
chr10_36184624_36184977,or108-2
chr10_36196791_36198102,si:ch211-215a9.5
chr10_36220335_36220534,or109-7
chr10_36226024_36226545,or109-5
chr10_36254293_36254573,or110-2
chr10_36285251_36285483,or106-9
chr10_36327552_36328182,or106-2
chr10_36405688_36406580,ubl3a
chr10_36438902_36439781,uspl1
chr10_36457463_36458033,alox5ap
chr10_36458325_36458672,alox5ap
chr10_36546151_36547905,nipblb
chr10_36591080_36591648,slc1a3b
chr10_36592316_36592718,slc1a3b
chr10_36661989_36663435,ucp2
chr10_36681686_36682647,dnajb13
chr10_36683211_36683511,dnajb13
chr10_36691257_36691818,mrpl48
chr10_36695045_36695946,rab6a
chr10_36792368_36793602,dhrs13a.2
chr10_36807197_36808243,dhrs13a.1
chr10_37144826_37145106,cuedc1a
chr10_37499738_37501045,msi2a
chr10_37926808_37927246,bhlha9
chr10_38052536_38053112,mir125b-3
chr10_38073815_38074649,mir99-2
chr10_38242915_38243743,usp25
chr10_38415895_38416763,samsn1b
chr10_38417313_38418105,samsn1b
chr10_38511510_38512900,serpinh1a
chr10_38526056_38527070,acer3
chr10_38592952_38593324,mmp13a
chr10_38593508_38593937,mmp13a
chr10_38610747_38611430,mmp30
chr10_38642984_38643835,mmp30
chr10_38663400_38664703,acat1
chr10_38707722_38707988,tmprss2
chr10_38775140_38775918,dscama
chr10_39010680_39011848,pcp4a
chr10_39130076_39131074,rps25
chr10_39153282_39154760,slc37a4b
chr10_39199558_39199909,ei24
chr10_39211970_39213805,stt3a
chr10_39248452_39249566,foxred1
chr10_39283506_39284607,dcps
chr10_39303797_39304410,kcnj1b
chr10_39893329_39894054,smfn
chr10_40283230_40284472,git2b
chr10_4045710_4047580,pitpnb
chr10_40791913_40792190,zgc:113625
chr10_40818971_40820965,zgc:113625
chr10_40825579_40827275,pcna
chr10_40836097_40836996,trim69
chr10_40938885_40939755,bmp1b
chr10_41158806_41159836,anxa4
chr10_41199074_41199748,adrb3b
chr10_41252281_41252844,prlhr2b
chr10_41302166_41303762,brf2
chr10_41399475_41400669,gpat4
chr10_41449838_41450827,cabp1b
chr10_41765483_41766762,rnf34b
chr10_41912921_41913153,orai1b
chr10_41913571_41915150,orai1b
chr10_41939220_41940459,morn3
chr10_41945527_41946194,tmem120b
chr10_42039138_42039337,car15
chr10_42086371_42087822,dgcr2
chr10_42107103_42108268,ess2
chr10_42130518_42131552,stambpa
chr10_42132190_42132454,stambpa
chr10_42146328_42147635,dusp11
chr10_42297136_42298089,tcf7l1a
chr10_42357333_42358643,dbnla
chr10_42374380_42375475,zgc:86599
chr10_4240550_4240870,plppr1
chr10_42462679_42463172,npy8ar
chr10_42519390_42520228,march5l
chr10_42520979_42522658,actr1
chr10_42541764_42543036,kctd9b
chr10_42589220_42589872,fgfr1b
chr10_42684743_42684942,stc1l
chr10_42759033_42760981,zgc:100918
chr10_42775342_42776613,wdr45
chr10_42898084_42899107,zcchc9
chr10_43036612_43037630,atg10
chr10_43116551_43116887,tmem167a
chr10_43117152_43117847,tmem167a
chr10_43117152_43117847,xrcc4
chr10_43188138_43188673,vcanb
chr10_43535105_43536562,mir9-2
chr10_43654957_43656496,mef2ca
chr10_43720612_43721747,cetn3
chr10_43769467_43771616,arrdc3b
chr10_43795995_43796197,nr2f1b
chr10_43796476_43797731,nr2f1b
chr10_43963428_43964189,sept5b
chr10_43993136_43994923,cldn5b
chr10_44016809_44017727,acads
chr10_44027036_44027695,crybb1
chr10_44041759_44042347,cryba4
chr10_44055503_44057636,grk3
chr10_44338641_44339462,zswim6
chr10_44356618_44358348,sbno1
chr10_44362551_44363650,kmt5aa
chr10_44372926_44374297,snrnp35
chr10_44389268_44390529,rilpl1
chr10_44457240_44457475,hcar1-1
chr10_44466736_44467387,ccdc62
chr10_44559613_44560497,npm2b
chr10_44677462_44677743,tpst2
chr10_44691447_44693311,ubc
chr10_44699299_44700246,scarb1
chr10_44787856_44788632,tacr1b
chr10_44902735_44903985,zgc:114173
chr10_4492093_4492358,mir430a-1
chr10_44923487_44924724,tuba7l
chr10_4492790_4493109,mir430a-1
chr10_44955037_44955820,il1b
chr10_44956376_44956744,il1b
chr10_44979855_44981467,purbb
chr10_44984654_44985008,h2afvb
chr10_45001802_45002412,ved
chr10_45006395_45007358,ved
chr10_45028491_45029857,polm
chr10_45031194_45031919,gnsb
chr10_45058386_45059032,mrps24
chr10_45058386_45059032,nudcd3
chr10_45059451_45060273,nudcd3
chr10_45344929_45346208,ppiab
chr10_4717710_4718322,palm2-akap2
chr10_4874438_4875552,palm2-akap2
chr10_4961155_4963073,snx30
chr10_4964369_4964615,lyrm7
chr10_4979206_4980207,mat2al
chr10_4980667_4981324,mat2al
chr10_4986971_4988171,si:ch73-234b20.5
chr10_5016118_5017177,hnrnpd
chr10_5017373_5017654,hnrnpd
chr10_5023945_5024832,hnrnpdl
chr10_5025281_5026074,hnrnpdl
chr10_5135087_5136164,sec31a
chr10_5135087_5136164,zgc:113274
chr10_5136637_5137374,zgc:113274
chr10_5158869_5160077,cdc42se2
chr10_518029_518832,npffr1l3
chr10_5233501_5234718,sptlc1
chr10_5412929_5413556,nfil3
chr10_5413957_5415797,nfil3
chr10_5422057_5422978,auh
chr10_5581138_5581571,syk
chr10_573031_574302,smad4a
chr10_5820977_5821966,il6st
chr10_589251_589536,zgc:173602
chr10_6012692_6013899,hmgcs1
chr10_6121336_6122674,tln1
chr10_6317911_6318507,tpm2
chr10_6382950_6384668,zgc:114200
chr10_640325_641851,rfx3
chr10_6493228_6494250,dcp2
chr10_6495711_6496890,reep5
chr10_6586997_6588962,chd1
chr10_6774551_6775647,zgc:194281
chr10_6883820_6884828,ddx4
chr10_689731_690423,glis3
chr10_6906459_6908203,slc38a9
chr10_7254848_7255936,fut10
chr10_7385841_7386619,nrg1
chr10_73875_77350,dyrk1aa
chr10_73875_77350,vps26c
chr10_7471628_7472602,nrg1
chr10_7592510_7593731,ppp2cb
chr10_7636161_7637143,hint1
chr10_7636161_7637143,ubxn8
chr10_7670334_7672092,fam136a
chr10_7670334_7672092,pcyox1
chr10_7701394_7702157,gmcl1
chr10_7702473_7703474,gmcl1
chr10_7733634_7734723,snx24
chr10_7756006_7757003,loxa
chr10_7819880_7821999,mat2aa
chr10_7908994_7910027,slc35e4
chr10_7987563_7988549,ewsr1a
chr10_7989282_7989520,ewsr1a
chr10_8060546_8060751,si:ch211-251f6.6
chr10_8079679_8079919,zgc:173443
chr10_8090437_8091699,sub1a
chr10_8152226_8152991,mcidas
chr10_8196617_8198312,mtrex
chr10_8401356_8402641,hvcn1
chr10_8619231_8620059,aplnrb
chr10_8628523_8631329,aplnrb
chr10_8656036_8657099,pmaip1
chr10_8680300_8681125,isl1l
chr10_883017_883929,unc5c
chr10_8967849_8968464,fstb
chr10_9092620_9093496,snx18b
chr10_9194652_9195575,antxr2b
chr10_9221823_9223498,paqr3b
chr10_9269099_9269840,anxa3b
chr10_9270163_9270776,anxa3b
chr10_9345814_9346549,mrrf
chr10_9345814_9346549,rbm18
chr10_9372480_9373820,lhx6
chr10_9409751_9410814,morn5
chr10_9409751_9410814,ndufa8
chr10_9549713_9550415,si:ch211-243g18.2
chr11_1024171_1024597,slc6a1b
chr11_10455661_10456615,ect2
chr11_10541090_10541364,b3gnt5a
chr11_105678_107517,elmo2
chr11_10850028_10851398,psmd14
chr11_1088129_1088727,LOC100003140
chr11_11201124_11201327,myom2a
chr11_11267536_11268969,lgsn
chr11_11267536_11268969,ptp4a1
chr11_11300555_11301529,col9a1a
chr11_11330441_11331317,mrpl4
chr11_11335992_11337409,zgc:77929
chr11_11458899_11459504,krt93
chr11_11471010_11471715,krt94
chr11_11503836_11504399,krt98
chr11_11516645_11519006,krt15
chr11_11537_12968,myg1
chr11_11719218_11720351,jupa
chr11_11792271_11792989,cdc6
chr11_11974546_11975347,zgc:64002
chr11_12006465_12008346,sp2
chr11_12049948_12051838,socs7
chr11_12052193_12053268,socs7
chr11_12103736_12105049,mrpl45
chr11_12157457_12158556,npepps
chr11_12158870_12159191,npepps
chr11_12198243_12198848,krt95
chr11_12199856_12200510,krt95
chr11_12719445_12720950,ap1s2
chr11_12743751_12745149,rbb4l
chr11_12800384_12802361,txlng
chr11_12802531_12802827,txlng
chr11_128041_129445,arfgap1
chr11_12811494_12812309,rtel1
chr11_12859806_12861388,zgpat
chr11_1290910_1291769,atp2b2
chr11_12997907_12998979,chrna4b
chr11_13040863_13041894,btf3l4
chr11_13125967_13127260,elovl1b
chr11_13151532_13152513,elovl1b
chr11_13166599_13167139,mob3c
chr11_13175974_13177891,mknk1
chr11_13207439_13208934,atp5f1b
chr11_13423333_13423616,homer3b
chr11_13423824_13424988,homer3b
chr11_13527688_13529060,arrdc2
chr11_13618311_13618825,sid1
chr11_13641554_13642399,wdr18
chr11_1392033_1394144,iars
chr11_1400112_1401474,rpl29
chr11_14103921_14104966,med16
chr11_141398_141605,cdk4
chr11_141398_141605,zgc:172352
chr11_14320672_14321343,ptbp1b
chr11_14342597_14343885,si:ch211-262i1.6
chr11_14812175_14813218,sgta
chr11_15000886_15001977,elavl1b
chr11_1509246_1509836,phactr3b
chr11_1512211_1513336,acot8
chr11_1521839_1523302,srsf6b
chr11_15295963_15297666,rpn2
chr11_1532181_1534160,ift52
chr11_15480143_15480946,cdk5rap1
chr11_1550487_1552516,mybl2b
chr11_15612944_15613994,gdf11
chr11_15874481_15875161,rap1ab
chr11_15877869_15878724,pank4
chr11_15930577_15930779,draxin
chr11_15931061_15931321,draxin
chr11_16020531_16021490,zgc:173544
chr11_16040038_16040606,agtrap
chr11_16070240_16070847,ctbs
chr11_16115147_16116064,rpf1
chr11_16151491_16153518,arpc4l
chr11_16151491_16153518,tada3l
chr11_16164940_16165283,hmces
chr11_16165644_16166745,hmces
chr11_16213877_16215344,rab7a
chr11_16216654_16217109,slc25a26
chr11_16574342_16575270,kbtbd8
chr11_17713367_17714243,tafa4b
chr11_17782098_17783044,tmf1
chr11_17783523_17784058,tmf1
chr11_17802230_17803206,uba3
chr11_17803496_17803770,uba3
chr11_17963852_17964850,cishb
chr11_17981124_17982005,twf2b
chr11_17983884_17984805,rpusd4
chr11_18018787_18019711,qrich1
chr11_18215933_18216979,tmcc1b
chr11_18282402_18283781,stimate
chr11_18383854_18384649,prkcdb
chr11_18384934_18385505,prkcdb
chr11_18555538_18557589,dido1
chr11_18704437_18705634,id1
chr11_18818076_18819521,zgc:175264
chr11_18819739_18820818,zgc:175264
chr11_18872550_18873919,magi1b
chr11_19097110_19097765,rhol
chr11_19157577_19158425,adamts9
chr11_19158873_19159889,adamts9
chr11_19433532_19434728,prickle2b
chr11_19501955_19503049,psmd6
chr11_19501955_19503049,slc2a9l1
chr11_1955659_1956514,nr1d4b
chr11_19602862_19603391,thoc7
chr11_19773946_19775379,namptb
chr11_19947860_19948538,fezf2
chr11_20017384_20018120,fezf2
chr11_20019661_20020240,fezf2
chr11_20029635_20032143,fezf2
chr11_20049603_20050301,fezf2
chr11_20055559_20056117,fezf2
chr11_20056517_20057932,fezf2
chr11_20061480_20062328,fezf2
chr11_20370515_20371619,cdh4
chr11_2061119_2061812,mir196c
chr11_2061119_2061812,rargb
chr11_2063344_2064041,rargb
chr11_2087745_2088957,rargb
chr11_20898490_20899285,zgc:162182
chr11_21014325_21014704,slc6a14
chr11_21031658_21032442,fmoda
chr11_21049627_21050018,zgc:113307
chr11_21096184_21096953,il19l
chr11_21216842_21218293,mapkapk2a
chr11_21266471_21267753,dyrk3
chr11_2132778_2133790,hoxc6b
chr11_2132778_2133790,mir196c
chr11_2132778_2133790,rargb
chr11_2139179_2139680,hoxc6b
chr11_2139179_2139680,mir196c
chr11_21403539_21404386,ikbke
chr11_2154821_2155406,hoxc13b
chr11_2156090_2156908,hoxc13b
chr11_21584795_21586956,zgc:101564
chr11_2171771_2172886,hoxc12b
chr11_2182506_2183669,rargb
chr11_2188785_2189075,mir196c
chr11_2189569_2191024,hoxc6b
chr11_2189569_2191024,mir196c
chr11_21909843_21910842,foxp4
chr11_2198425_2199273,hoxc6b
chr11_2200634_2200929,mir196c
chr11_2200634_2200929,rargb
chr11_2202508_2203549,hoxc6b
chr11_2202508_2203549,mir196c
chr11_2205458_2206026,hoxc6b
chr11_2205458_2206026,mir196c
chr11_2207084_2207746,hoxc6b
chr11_2207084_2207746,mir196c
chr11_22311830_22312168,tfeb
chr11_22371374_22372235,tmem183a
chr11_22372497_22372696,tmem183a
chr11_22374149_22374974,ppfia4
chr11_2249420_2250996,hnrnpa1a
chr11_22598830_22599731,myog
chr11_22608952_22609220,myog
chr11_22622885_22623633,si:ch211-86h15.1
chr11_22915641_22917383,mdm4
chr11_23079312_23081147,atp2b4
chr11_23218950_23219642,optc
chr11_23263589_23264536,csf1a
chr11_23264936_23265327,csf1a
chr11_23321911_23323074,kiss1
chr11_235647_237334,dusp7
chr11_23809657_23810384,nfasca
chr11_2391498_2392071,igfbp6a
chr11_23931985_23933715,cntn2
chr11_24033848_24034904,zc3h11a
chr11_24045285_24046553,maf1
chr11_24062401_24064382,trib3
chr11_2416015_2417088,ube2v1
chr11_24191657_24192173,sox12
chr11_24289951_24290150,pnp4a
chr11_24312946_24314515,rem1
chr11_24339065_24340275,rbm39a
chr11_24346346_24347820,si:ch211-15p9.2
chr11_24348089_24348748,nfs1
chr11_24348089_24348748,si:ch211-15p9.2
chr11_24427511_24428640,dvl1b
chr11_24458529_24458969,mxra8a
chr11_2455822_2456829,slc2a10
chr11_2457861_2458811,tp53rk
chr11_24729252_24729497,inavab
chr11_24757840_24759568,rnpep
chr11_24785733_24787477,cyb5r1
chr11_24799233_24799487,adipor1a
chr11_24799595_24800868,adipor1a
chr11_24815443_24816798,rabif
chr11_24819277_24820158,kdm5ba
chr11_24851182_24852202,ipo9
chr11_24899250_24899558,timm17a
chr11_24899860_24900718,timm17a
chr11_24906223_24907582,sulf2a
chr11_24993778_24995180,zgc:92107
chr11_2506372_2507162,dgkab
chr11_25064060_25065632,ndrg3a
chr11_25156978_25158021,trpc4apa
chr11_25206237_25206975,mir499a
chr11_25212955_25213672,myh7ba
chr11_25231147_25231967,snai1a
chr11_25256668_25257658,snai1a
chr11_25259561_25260780,tp53inp2
chr11_25295847_25297404,top1l
chr11_25327770_25328731,fam83d
chr11_25351461_25351817,gata1a
chr11_25382982_25384358,mafbb
chr11_25403030_25404299,adnpa
chr11_25418737_25418954,gata1a
chr11_25429462_25429941,si:dkey-13a21.4
chr11_25430614_25430935,si:dkey-13a21.4
chr11_25472280_25473657,opn1sw2
chr11_2547945_2549252,cnpy2
chr11_25480659_25481023,opn1lw2
chr11_25485351_25486137,gnl3l
chr11_2549875_2550172,cnpy2
chr11_2554316_2555772,zgc:113184
chr11_25595498_25596141,ccdc120
chr11_25618596_25620163,comtb
chr11_25633128_25634478,grm6b
chr11_25680365_25682133,otud5b
chr11_25828387_25829948,skib
chr11_25852326_25853410,tmem51b
chr11_2593270_2594151,nab2
chr11_26039904_26041314,kaznb
chr11_26043220_26044057,kaznb
chr11_2632120_2633000,zgc:193807
chr11_2633603_2633839,zgc:193807
chr11_26361038_26362449,foxj3
chr11_26361038_26362449,ppcs
chr11_26362983_26363559,ppcs
chr11_26374938_26376568,cpne1
chr11_26374938_26376568,utp3
chr11_26379924_26380451,rbm12
chr11_26576431_26576971,st3gal8
chr11_26603831_26604959,dynlrb1
chr11_26608876_26609914,map1lc3a
chr11_26646_28983,sp1
chr11_26700960_26702034,acad9
chr11_2687194_2687766,b3galt6
chr11_2699209_2700322,tmem167b
chr11_270087_270293,alas1
chr11_2709901_2711152,mapk14b
chr11_271203_271798,alas1
chr11_27133354_27134057,hdac11
