peak_id,gene_short_name
chr10_16501170_16502336,slc27a6
chr10_16546691_16548584,isoc1
chr10_16591974_16593426,chsy3
chr10_167497_168449,erg
chr10_1680495_1682019,triap1
chr10_16867836_16868515,stoml2
chr10_1696377_1698112,srsf9
chr10_17082586_17084044,fam166b
chr10_17159623_17159859,slc5a1
chr10_17168639_17170861,ywhah
chr10_1717162_1718563,si:ch73-46j18.5
chr10_17231801_17232716,rab36
chr10_17371418_17373155,sppl3
chr10_17453292_17453581,mir130c-1
chr10_17453292_17453581,mir301c
chr10_17454410_17455383,mir301c
chr10_17484194_17485019,nt5c2l1
chr10_17550036_17551386,ska1
chr10_17587343_17587961,smarcad1b
chr10_17588563_17589308,smarcad1b
chr10_17679935_17680185,drg1
chr10_17680662_17681818,drg1
chr10_17712967_17714623,slc20a1b
chr10_17776336_17777348,ccl19b
chr10_17936036_17937187,prkab1a
chr10_17988640_17988881,si:dkey-242g16.2
chr10_1826829_1827820,epb41l4a
chr10_187262_188789,ets2
chr10_18876970_18877695,ppp2r2ab
chr10_18910619_18911662,bnip3lb
chr10_18951912_18953908,dpysl2b
chr10_19016790_19017508,tmem230a
chr10_19525489_19525926,vsig8a
chr10_1960721_1962031,tdgf1
chr10_20069053_20070947,xpo7
chr10_20105164_20106287,pbdc1
chr10_20107102_20107768,dmtn
chr10_20108084_20109373,dmtn
chr10_20179790_20180923,ppp3ccb
chr10_20356257_20357113,sfrp1b
chr10_20357499_20357824,sfrp1b
chr10_20363524_20364857,golga7
chr10_20445220_20445547,loxl2a
chr10_20535983_20538336,plpp5
chr10_20638549_20639312,sprn2
chr10_20705265_20706337,kcnip3b
chr10_20706877_20707351,kcnip3b
chr10_210107_212163,psmg1
chr10_213378_214347,mpzl1l
chr10_21361397_21362272,avd
chr10_21395205_21396037,trpc7a
chr10_21434486_21435698,etf1b
chr10_21444238_21445444,fbxw11b
chr10_21483750_21485401,fgf18b
chr10_21558497_21558823,pcdh1a3
chr10_21559370_21559680,pcdh1a3
chr10_21563585_21564043,pcdh1a4
chr10_21576654_21577261,pcdh1a6
chr10_21650595_21650860,pcdh1g1
chr10_21656262_21657131,pcdh1g2
chr10_21660204_21660897,pcdh1g3
chr10_21676713_21677065,pcdh1gb2
chr10_21701286_21701816,pcdh1g9
chr10_21707253_21707467,pcdh1g11
chr10_21708123_21708613,pcdh1g11
chr10_21717915_21718570,pcdh1gb9
chr10_21737301_21738156,pcdh1g18
chr10_21775703_21776259,pcdh1g22
chr10_21776679_21776890,pcdh1g22
chr10_21783025_21783329,pcdh1g33
chr10_21786346_21786909,pcdh1g26
chr10_21789565_21790253,pcdh1gc5
chr10_21793223_21793856,pcdh1gc6
chr10_21796976_21797236,pcdh1g29
chr10_21800630_21800995,pcdh1g30
chr10_21806323_21806715,pcdh1g32
chr10_21806977_21809893,pcdh1g32
chr10_21851674_21852505,pcdh1g32
chr10_21866351_21867101,cbln17
chr10_21867220_21867672,cbln17
chr10_21902_23273,riox2
chr10_22003288_22003810,kcnip1b
chr10_22012134_22013212,kcnip1b
chr10_22033430_22035380,npm1a
chr10_22087138_22087414,ugt5g2
chr10_22147808_22148425,cldn7b
chr10_22148822_22150529,cldn7b
chr10_22380915_22381537,nlgn2b
chr10_22381842_22382206,nlgn2b
chr10_22505152_22506267,zgc:172339
chr10_22723374_22724993,kdm6bb
chr10_22770716_22771332,tmem88a
chr10_22771881_22772212,tmem88a
chr10_22781741_22783218,si:ch211-237l4.6
chr10_22803366_22804009,pcolcea
chr10_22827746_22828622,per1a
chr10_22845234_22846255,vamp2
chr10_22853914_22855458,and3
chr10_22853914_22855458,ap4m1
chr10_22889838_22890346,arrb2a
chr10_22890649_22892083,arrb2a
chr10_22911570_22912619,med11
chr10_22917568_22918854,rnasekb
chr10_22917568_22918854,zgc:103508
chr10_23060039_23061303,slc25a1a
chr10_23099353_23100736,nle1
chr10_23908392_23909629,cadm2a
chr10_24391541_24392175,slc43a2b
chr10_24392214_24392727,slc43a2b
chr10_24421474_24422528,paxbp1
chr10_24647823_24648438,stoml3b
chr10_24648970_24649402,stoml3b
chr10_24658964_24660423,vps36
chr10_24690199_24690986,tpte
chr10_24723453_24724543,smpd1
chr10_24758561_24759776,ilk
chr10_24760151_24760362,ilk
chr10_24765340_24767095,timm10b
chr10_25028127_25028660,cd209
chr10_25068163_25069398,mtnr1bb
chr10_25204511_25206148,chordc1b
chr10_25216952_25217694,kpna7
chr10_25327665_25329485,tmem135
chr10_25342122_25343141,cct8
chr10_25369332_25370838,bach1b
chr10_25698543_25699891,sod1
chr10_2581489_2582766,nxnl2
chr10_25822704_25823100,ftr54
chr10_25852089_25852543,trpc4a
chr10_25853105_25853783,trpc4a
chr10_25946985_25948447,ufm1
chr10_25982004_25982972,frem2a
chr10_26117094_26118947,trim47
chr10_26163153_26164612,trim3b
chr10_26202239_26203447,fhdc3
chr10_26224381_26225767,arfip2b
chr10_26514960_26515527,synj1
chr10_26515746_26516655,synj1
chr10_26570734_26572003,slc9a6b
chr10_26597476_26598567,fhl1b
chr10_26651877_26653861,htatsf1
chr10_26688866_26689673,tmtops3b
chr10_26737302_26737797,fgf13b
chr10_26742644_26744285,fgf13b
chr10_2681355_2682535,pdxp
chr10_2682932_2684172,pdxp
chr10_26926281_26927025,rab1bb
chr10_26971826_26973571,tm7sf2
chr10_26984875_26985363,znhit2
chr10_26989141_26990420,faub
chr10_27008758_27009905,uqcc3
chr10_27046254_27046873,cnih2
chr10_27052079_27053364,wdr74
chr10_27062465_27063476,mir194a
chr10_27068041_27070110,ehd1b
chr10_27095527_27096245,cxadr
chr10_2712101_2713530,mier3a
chr10_2787663_2789499,ash2l
chr10_2798837_2799526,pnx
chr10_28028004_28029859,ints2
chr10_2806145_2808168,aebp1
chr10_28116354_28117999,med13a
chr10_28159587_28162144,rnft1
chr10_28198257_28199445,mir21-1
chr10_28305932_28306967,ptrh2
chr10_28367966_28369665,cltca
chr10_28379618_28381108,btg3
chr10_28381595_28381897,btg3
chr10_2840261_2841878,ykt6
chr10_2875273_2877235,ddx56
chr10_28834007_28835951,alcama
chr10_29120652_29120958,zpld1a
chr10_29137546_29138777,picalma
chr10_29235990_29237034,ccdc83
chr10_29271297_29273243,tmem126a
chr10_29273554_29273958,tmem126a
chr10_29339064_29339408,dlg2
chr10_2942300_2943383,oclna
chr10_29743901_29745049,ift46
chr10_29768048_29768659,vps11
chr10_29769405_29771186,hyou1
chr10_29769405_29771186,vps11
chr10_29815339_29817556,h2afx1
chr10_29815339_29817556,hist2h2l
chr10_29831074_29832824,zpr1
chr10_29848486_29849631,hspa8
chr10_29854159_29855877,jhy
chr10_29892120_29892966,bsx
chr10_29902993_29903440,lim2.1
chr10_29963290_29964247,ntm
chr10_301873_303238,emsy
chr10_30784774_30785590,opcml
chr10_309235_310101,wu:fj39h09
chr10_3111384_3111686,ckmt2a
chr10_31175575_31176693,pknox2
chr10_31222461_31223424,tmem218
chr10_31440305_31441168,robo3
chr10_3145265_3147369,hic2
chr10_31562483_31563409,robo3
chr10_31645437_31646242,esama
chr10_31782454_31783110,fez1
chr10_31804732_31806037,vps26bl
chr10_31808542_31809859,foxo1b
chr10_31950883_31951632,lhfpl6
chr10_32058153_32059703,thap12a
chr10_32103931_32104760,wnt11r
chr10_322092_322977,akt2l
chr10_32493112_32494582,uvrag
chr10_32523599_32524403,dgat2
chr10_32558725_32558937,mogat2
chr10_32610179_32611275,mogat2
chr10_32611572_32612182,mogat2
chr10_32660096_32660897,atg101
chr10_32662880_32664134,rad51c
chr10_32682778_32683587,ppm1e
chr10_32877117_32877412,rabgef1
chr10_32889605_32890770,kctd7
chr10_3294319_3295321,slc25a1b
chr10_3299480_3300380,zgc:56235
chr10_33171022_33171977,myl10
chr10_33250824_33251953,bcl7ba
chr10_33264806_33265898,tbl2
chr10_3331507_3332591,tor4aa
chr10_3336511_3337803,brap
chr10_33376810_33377018,mir454a
chr10_33378727_33379919,ska2
chr10_33382777_33383718,mdh2
chr10_33392684_33394512,zgc:153345
chr10_33573695_33574386,cfap298
chr10_33625778_33626509,b3glctb
chr10_33754319_33755683,rxfp2a
chr10_34000920_34002790,zar1l
chr10_34032557_34033634,rfc3
chr10_34046851_34047153,zgc:174193
chr10_3415683_3417124,ddx55
chr10_342102_342721,vaspa
chr10_3426766_3428784,ptpn11a
chr10_3426766_3428784,tmed2
chr10_34425869_34427612,nbeaa
chr10_346143_346752,zgc:171929
chr10_34906396_34908449,sparta
chr10_34914839_34916032,ccna1
chr10_34957717_34957924,rfxap
chr10_34958217_34959166,rfxap
chr10_34980023_34981096,smad9
chr10_35001350_35001790,alg5
chr10_35002013_35003112,alg5
chr10_35002013_35003112,exosc8
chr10_35003497_35004015,exosc8
chr10_35108303_35109092,zgc:110006
chr10_35148970_35149901,ripk4
chr10_35152232_35153243,nsun5
chr10_35185244_35186502,pom121
chr10_3519717_3520741,pla2g3
chr10_35256985_35257971,styxl1
chr10_35264368_35265601,tmem120a
chr10_35275387_35276632,pora
chr10_35410312_35410699,gabrr3a
chr10_35416247_35417589,hhla2a.1
chr10_35445448_35446005,hhla2a.2
chr10_35446596_35447168,hhla2a.2
chr10_35553314_35555072,zdhhc20a
chr10_35644139_35644411,mir212-2
chr10_35644760_35645099,mir212-2
chr10_35668082_35669114,ovca2
chr10_35669386_35669922,ovca2
chr10_36025909_36027866,hmgb1a
chr10_36037478_36038618,katnal1
chr10_36091280_36091697,smyd4
chr10_36092141_36093470,smyd4
chr10_36183609_36184355,or108-2
chr10_36184690_36185045,or108-2
chr10_36196824_36198241,si:ch211-215a9.5
chr10_36220281_36220631,or109-7
chr10_36226035_36226430,or109-5
chr10_36244614_36244944,or109-1
chr10_36254288_36254570,or110-2
chr10_36303343_36303568,or106-6
chr10_36327760_36328189,or106-2
chr10_36354222_36354716,or104-1
chr10_36405683_36406570,ubl3a
chr10_36438725_36439787,uspl1
chr10_36457451_36458631,alox5ap
chr10_36546125_36547984,nipblb
chr10_36591128_36591678,slc1a3b
chr10_36592361_36592716,slc1a3b
chr10_36650028_36650321,ucp3
chr10_36662177_36663435,ucp2
chr10_36681642_36682612,dnajb13
chr10_36683205_36683571,dnajb13
chr10_36691241_36691819,mrpl48
chr10_36695045_36695954,rab6a
chr10_36792380_36793597,dhrs13a.2
chr10_36807126_36808243,dhrs13a.1
chr10_37144631_37145243,cuedc1a
chr10_37499612_37501062,msi2a
chr10_37926879_37927226,bhlha9
chr10_38051440_38051738,mir125b-3
chr10_38051973_38052179,mir125b-3
chr10_38052374_38053124,mir125b-3
chr10_38072030_38072371,mirlet7c-2
chr10_38074118_38074419,mir99-2
chr10_38242910_38243741,usp25
chr10_38415825_38416723,samsn1b
chr10_38417328_38418058,samsn1b
chr10_38511520_38512915,serpinh1a
chr10_38526050_38527075,acer3
chr10_38593253_38593890,mmp13a
chr10_38643116_38643844,mmp30
chr10_38663140_38664904,acat1
chr10_38707581_38708134,tmprss2
chr10_38775162_38775941,dscama
chr10_39010381_39011854,pcp4a
chr10_39130017_39131076,rps25
chr10_39153323_39154932,slc37a4b
chr10_39199508_39199969,ei24
chr10_39211813_39213820,stt3a
chr10_39248454_39249576,foxred1
chr10_39281249_39281453,cry5
chr10_39283380_39284856,dcps
chr10_39303599_39304503,kcnj1b
chr10_39321284_39321504,smtlb
chr10_39893311_39894089,smfn
chr10_40283154_40284462,git2b
chr10_4045726_4047838,pitpnb
chr10_40792141_40792707,zgc:113625
chr10_40818914_40820987,zgc:113625
chr10_40825583_40827300,pcna
chr10_40836096_40837079,trim69
chr10_40938705_40939762,bmp1b
chr10_40964427_40964702,npffr1l1
chr10_41158803_41159837,anxa4
chr10_41198985_41199658,adrb3b
chr10_41252316_41252845,prlhr2b
chr10_41302145_41303761,brf2
chr10_41399405_41400578,gpat4
chr10_41449790_41450808,cabp1b
chr10_41765332_41766768,rnf34b
chr10_41912882_41913159,orai1b
chr10_41913576_41915159,orai1b
chr10_41939178_41940791,morn3
chr10_41945660_41946178,tmem120b
chr10_42038877_42039276,car15
chr10_42086329_42087681,dgcr2
chr10_42107106_42108262,ess2
chr10_42130568_42131554,stambpa
chr10_42132181_42132475,stambpa
chr10_42146316_42147668,dusp11
chr10_42295150_42298085,tcf7l1a
chr10_42357146_42358597,dbnla
chr10_42374386_42375470,zgc:86599
chr10_4240547_4240935,plppr1
chr10_42462672_42463181,npy8ar
chr10_42519270_42520113,march5l
chr10_42520965_42522671,actr1
chr10_42541752_42543161,kctd9b
chr10_42589226_42590302,fgfr1b
chr10_42684401_42684918,stc1l
chr10_42758515_42761101,zgc:100918
chr10_42775264_42776641,wdr45
chr10_42898085_42899120,zcchc9
chr10_43036597_43037492,atg10
chr10_43116589_43117969,tmem167a
chr10_43116589_43117969,xrcc4
chr10_43188111_43188640,vcanb
chr10_43534958_43536581,mir9-2
chr10_43571127_43571606,mef2ca
chr10_43574411_43575023,mef2ca
chr10_43578709_43579280,mef2ca
chr10_43600483_43600856,mef2ca
chr10_43632026_43632443,mef2ca
chr10_43654962_43656420,mef2ca
chr10_43680563_43682046,mef2ca
chr10_43720621_43721756,cetn3
chr10_43769355_43771623,arrdc3b
chr10_43796490_43797799,nr2f1b
chr10_43963183_43964181,sept5b
chr10_43993136_43994896,cldn5b
chr10_44016774_44017729,acads
chr10_44027040_44027732,crybb1
chr10_44041448_44042380,cryba4
chr10_44055489_44057590,grk3
chr10_44338699_44339464,zswim6
chr10_44356634_44358343,sbno1
chr10_44362524_44364663,kmt5aa
chr10_44372808_44374285,snrnp35
chr10_44389242_44390577,rilpl1
chr10_44457279_44457506,hcar1-1
chr10_44466703_44467358,ccdc62
chr10_44559596_44560808,npm2b
chr10_44677462_44677755,tpst2
chr10_44691472_44694432,ubc
chr10_44699376_44700427,scarb1
chr10_44787846_44788642,tacr1b
chr10_44902727_44903994,zgc:114173
chr10_4492129_4492961,mir430a-1
chr10_44923087_44924735,tuba7l
chr10_44955059_44955796,il1b
chr10_44956378_44956688,il1b
chr10_44979858_44981466,purbb
chr10_44984662_44985032,h2afvb
chr10_45001578_45002486,ved
chr10_45028254_45029847,polm
chr10_45031199_45031925,gnsb
chr10_45058245_45059033,mrps24
chr10_45058245_45059033,nudcd3
chr10_45059452_45060275,nudcd3
chr10_45344927_45346222,ppiab
chr10_4717705_4718967,palm2-akap2
chr10_4874441_4875829,palm2-akap2
chr10_4961164_4963080,snx30
chr10_4964363_4964622,lyrm7
chr10_4979237_4980220,mat2al
chr10_4980670_4981318,mat2al
chr10_4986960_4988302,si:ch73-234b20.5
chr10_5016174_5017174,hnrnpd
chr10_5017369_5017616,hnrnpd
chr10_5023842_5024842,hnrnpdl
chr10_5025277_5026111,hnrnpdl
chr10_5135111_5136275,sec31a
chr10_5135111_5136275,zgc:113274
chr10_5136775_5137312,zgc:113274
chr10_5158864_5160084,cdc42se2
chr10_518002_518833,npffr1l3
chr10_5233544_5234711,sptlc1
chr10_5412924_5413523,nfil3
chr10_5413969_5415853,nfil3
chr10_5422047_5423019,auh
chr10_5581165_5581614,syk
chr10_5684947_5685346,st8sia4
chr10_572155_572677,smad4a
chr10_573026_574360,smad4a
chr10_5820973_5821970,il6st
chr10_589202_589571,zgc:173602
chr10_6012685_6013921,hmgcs1
chr10_6121306_6122697,tln1
chr10_6317824_6318509,tpm2
chr10_6382896_6384592,zgc:114200
chr10_640313_641873,rfx3
chr10_6493206_6494262,dcp2
chr10_6494820_6495022,dcp2
chr10_6495709_6496907,reep5
chr10_6586945_6588976,chd1
chr10_6773924_6775665,zgc:194281
chr10_6883121_6884824,ddx4
chr10_689721_690413,glis3
chr10_6905858_6908222,slc38a9
chr10_7254433_7255886,fut10
chr10_73855_77403,dyrk1aa
chr10_73855_77403,vps26c
chr10_7385962_7386616,nrg1
chr10_7471602_7472594,nrg1
chr10_7592500_7593737,ppp2cb
chr10_7635166_7635874,ubxn8
chr10_7636101_7637143,hint1
chr10_7636101_7637143,ubxn8
chr10_7670330_7672172,fam136a
chr10_7670330_7672172,pcyox1
chr10_7701389_7702162,gmcl1
chr10_7702389_7703537,gmcl1
chr10_7733661_7734745,snx24
chr10_7756028_7756808,loxa
chr10_7819839_7821999,mat2aa
chr10_7908983_7910002,slc35e4
chr10_7987182_7988556,ewsr1a
chr10_7989229_7989518,ewsr1a
chr10_8079614_8079907,zgc:173443
chr10_8090437_8092148,sub1a
chr10_8152226_8153000,mcidas
chr10_8196693_8198885,mtrex
chr10_8401340_8402535,hvcn1
chr10_8628531_8631499,aplnrb
chr10_8656042_8657126,pmaip1
chr10_8680292_8681142,isl1l
chr10_883012_883999,unc5c
chr10_8967900_8968695,fstb
chr10_9092612_9093503,snx18b
chr10_9194647_9195621,antxr2b
chr10_9221721_9223503,paqr3b
chr10_9268932_9269837,anxa3b
chr10_9270173_9270804,anxa3b
chr10_9345725_9346548,mrrf
chr10_9345725_9346548,rbm18
chr10_9372486_9373849,lhx6
chr10_9409593_9410843,morn5
chr10_9409593_9410843,ndufa8
chr10_9550030_9550450,si:ch211-243g18.2
chr11_1024006_1024717,slc6a1b
chr11_10455567_10456609,ect2
chr11_10540183_10540424,b3gnt5a
chr11_10541000_10541319,b3gnt5a
chr11_105652_107690,elmo2
chr11_10850028_10851436,psmd14
chr11_1088061_1088729,LOC100003140
chr11_11200517_11200756,myom2a
chr11_11200978_11201629,myom2a
chr11_11267529_11268980,lgsn
chr11_11267529_11268980,ptp4a1
chr11_11300418_11301526,col9a1a
chr11_11330573_11331315,mrpl4
chr11_11336007_11337401,zgc:77929
chr11_11457716_11458323,krt93
chr11_11458912_11459545,krt93
chr11_11470962_11471818,krt94
chr11_11502078_11503029,krt98
chr11_11503777_11504432,krt98
chr11_11517752_11519006,krt15
chr11_11549_12971,myg1
chr11_11719203_11720316,jupa
chr11_11792237_11793020,cdc6
chr11_11974402_11975357,zgc:64002
chr11_12006405_12008442,sp2
chr11_12049928_12051801,socs7
chr11_12052193_12053378,socs7
chr11_12103738_12105049,mrpl45
chr11_12157381_12158555,npepps
chr11_12158805_12159226,npepps
chr11_12199809_12200616,krt95
chr11_12718870_12720949,ap1s2
chr11_12743757_12745427,rbb4l
chr11_12800441_12802765,txlng
chr11_128026_129448,arfgap1
chr11_12811512_12812342,rtel1
chr11_12859798_12861383,zgpat
chr11_1290715_1291759,atp2b2
chr11_12997940_12998998,chrna4b
chr11_13032534_13033099,ptgfr
chr11_13040871_13041910,btf3l4
chr11_13125905_13127270,elovl1b
chr11_13151457_13152491,elovl1b
chr11_13166586_13167192,mob3c
chr11_13175914_13177909,mknk1
chr11_13207446_13209153,atp5f1b
chr11_13423339_13423584,homer3b
chr11_13423822_13424993,homer3b
chr11_13527689_13529057,arrdc2
chr11_13618279_13618826,sid1
chr11_13641535_13642467,wdr18
chr11_1392080_1394280,iars
chr11_1399995_1401560,rpl29
chr11_14103917_14104969,med16
chr11_141342_142226,cdk4
chr11_141342_142226,zgc:172352
chr11_14320673_14321336,ptbp1b
chr11_14342412_14343892,si:ch211-262i1.6
chr11_14812184_14813230,sgta
chr11_15000854_15001983,elavl1b
chr11_1509169_1509839,phactr3b
chr11_1512212_1513399,acot8
chr11_1521727_1523248,srsf6b
chr11_15295948_15297549,rpn2
chr11_1532118_1534153,ift52
chr11_15480148_15480976,cdk5rap1
chr11_1550582_1552498,mybl2b
chr11_15612944_15615700,gdf11
chr11_15874195_15875178,rap1ab
chr11_15877836_15878888,pank4
chr11_15931046_15931331,draxin
chr11_16019222_16021547,zgc:173544
chr11_16040373_16040658,agtrap
chr11_16070240_16070896,ctbs
chr11_16114989_16116102,rpf1
chr11_16151451_16153518,arpc4l
chr11_16151451_16153518,tada3l
chr11_16164919_16165192,hmces
chr11_16165638_16166738,hmces
chr11_16213860_16215352,rab7a
chr11_16216618_16217129,slc25a26
chr11_16574347_16575281,kbtbd8
chr11_17713356_17714199,tafa4b
chr11_17782104_17783041,tmf1
chr11_17783530_17784069,tmf1
chr11_17801900_17803236,uba3
chr11_17803463_17803775,uba3
chr11_17963708_17964863,cishb
chr11_17981231_17981800,twf2b
chr11_17983895_17984855,rpusd4
chr11_18215198_18215458,tmcc1b
chr11_18215942_18217048,tmcc1b
chr11_18253062_18253273,mustn1b
chr11_18282373_18283791,stimate
chr11_183359_183563,avil
chr11_18383847_18384636,prkcdb
chr11_18384937_18385505,prkcdb
chr11_18555523_18557601,dido1
chr11_18704405_18705652,id1
chr11_18818133_18819529,zgc:175264
chr11_18872544_18873916,magi1b
chr11_19097559_19097858,rhol
chr11_19157578_19158427,adamts9
chr11_19158713_19159903,adamts9
chr11_19433515_19434764,prickle2b
chr11_19501916_19503039,psmd6
chr11_19501916_19503039,slc2a9l1
chr11_1956774_1957622,nr1d4b
chr11_19602853_19603397,thoc7
chr11_19773882_19775396,namptb
chr11_19947838_19948570,fezf2
chr11_19958801_19959329,fezf2
chr11_20013247_20014023,fezf2
chr11_20029682_20032141,fezf2
chr11_20047546_20048797,fezf2
chr11_20049578_20050556,fezf2
chr11_20055549_20056124,fezf2
chr11_20056541_20058227,fezf2
chr11_20061476_20062340,fezf2
chr11_20370467_20372522,cdh4
chr11_2087792_2088970,rargb
chr11_20898450_20899297,zgc:162182
chr11_21014224_21014680,slc6a14
chr11_21031481_21032480,fmoda
chr11_21049644_21050302,zgc:113307
chr11_21096338_21096537,il19l
chr11_21137972_21138256,il10
chr11_21216850_21218299,mapkapk2a
chr11_21266445_21267761,dyrk3
chr11_21403417_21404389,ikbke
chr11_2155078_2155344,hoxc13b
chr11_2156078_2156889,hoxc13b
chr11_21584715_21586862,zgc:101564
chr11_2171870_2172921,hoxc12b
chr11_2189597_2191025,mir196c
chr11_21909843_21910846,foxp4
chr11_2198442_2199279,hoxc6b
chr11_2202356_2203562,hoxc6b
chr11_22311829_22312212,tfeb
chr11_22371195_22372265,tmem183a
chr11_22372491_22372712,tmem183a
chr11_22374149_22375024,ppfia4
chr11_2249454_2251006,hnrnpa1a
chr11_22598777_22599807,myog
chr11_22622708_22623628,si:ch211-86h15.1
chr11_22915581_22917378,mdm4
chr11_23079339_23081182,atp2b4
chr11_23218958_23219628,optc
chr11_23263830_23264532,csf1a
chr11_23264913_23265316,csf1a
chr11_23321976_23322757,kiss1
chr11_23322885_23323084,kiss1
chr11_235627_237368,dusp7
chr11_23809987_23810252,nfasca
chr11_2391491_2392039,igfbp6a
chr11_23931912_23933710,cntn2
chr11_24033649_24036040,zc3h11a
chr11_24045261_24046580,maf1
chr11_24062443_24064386,trib3
chr11_2415999_2417033,ube2v1
chr11_24191667_24192147,sox12
chr11_24289926_24290148,pnp4a
chr11_24312981_24314554,rem1
chr11_24339133_24340276,rbm39a
chr11_24345878_24347808,si:ch211-15p9.2
chr11_24348017_24348749,nfs1
chr11_24348017_24348749,si:ch211-15p9.2
chr11_24427466_24428650,dvl1b
chr11_24429012_24429234,dvl1b
chr11_24458524_24458970,mxra8a
chr11_2455812_2456829,slc2a10
chr11_2457844_2458805,tp53rk
chr11_24728731_24728930,inavab
chr11_24729248_24729493,inavab
chr11_24757651_24759580,rnpep
chr11_24785731_24786746,cyb5r1
chr11_24799174_24799402,adipor1a
chr11_24799595_24801016,adipor1a
chr11_24815427_24816755,rabif
chr11_24819288_24820163,kdm5ba
chr11_24851188_24852245,ipo9
chr11_24899271_24899511,timm17a
chr11_24899539_24900694,timm17a
chr11_24906226_24906727,sulf2a
chr11_24906981_24907566,sulf2a
chr11_24993645_24995229,zgc:92107
chr11_2506372_2507634,dgkab
chr11_25064052_25065608,ndrg3a
chr11_25156979_25158726,trpc4apa
chr11_25206190_25206919,mir499a
chr11_25212349_25213690,myh7ba
chr11_25256676_25257665,snai1a
chr11_25259365_25260812,tp53inp2
chr11_25295873_25297688,top1l
chr11_25327769_25328749,fam83d
chr11_25382951_25384353,mafbb
chr11_25403005_25404309,adnpa
chr11_25418715_25419007,gata1a
chr11_25428926_25429960,si:dkey-13a21.4
chr11_25472234_25472643,opn1sw2
chr11_2547656_2549271,cnpy2
chr11_25480669_25481051,opn1lw2
chr11_25485154_25486126,gnl3l
chr11_2549876_2550233,cnpy2
chr11_2554314_2555861,zgc:113184
chr11_25595491_25596292,ccdc120
chr11_25618596_25620153,comtb
chr11_25633127_25634523,grm6b
chr11_25680343_25682126,otud5b
chr11_25828453_25829921,skib
chr11_25852323_25853393,tmem51b
chr11_2593280_2594158,nab2
chr11_2594421_2594644,nab2
chr11_26039900_26041336,kaznb
chr11_2632076_2632986,zgc:193807
chr11_2633605_2633850,zgc:193807
chr11_26361009_26362448,foxj3
chr11_26361009_26362448,ppcs
chr11_26362984_26363573,ppcs
chr11_26375021_26376968,cpne1
